player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kedon Slovis,100580,QB,USC,6,79.7,236,264,8.8,2.89,10,12,4.3,67.0,177,0,89,5.9,288,11,98,326,31.8,79.5,80.1,48.9,3,7,304,3,18.0,98.5,5.6,16,8,0,15,17,13,4.3,1912,7.2
Logan Bonner,39990,QB,ARK STATE,11,68.6,255,264,11.9,2.59,3,16,5.7,59.1,156,0,76,10.9,291,19,106,113,42.8,70.6,71.1,48.3,0,6,308,2,17.1,94.3,4.5,13,13,0,6,18,12,3.9,1885,7.1
Malik Willis,60341,QB,LIBERTY,10,73.6,250,263,11.7,3.09,3,20,7.1,64.3,169,0,109,8.2,334,15,118,206,20.2,85.7,75.5,83.1,2,6,357,2,18.3,107.2,6.0,20,50,0,8,20,19,5.3,2253,8.6
Zach Smith,25631,QB,TULSA,9,66.9,248,263,11.9,2.8,5,14,5.0,55.9,147,0,102,11.4,293,19,95,320,60.1,63.1,65.2,42.3,4,10,314,2,18.6,80.1,6.5,19,11,0,6,13,18,5.7,1946,7.4
Jeff Sims,122496,QB,GA TECH,10,64.3,238,257,10.2,3.08,3,11,4.0,54.5,140,0,150,8.5,324,13,95,176,27.8,57.0,48.3,70.2,9,13,347,1,16.0,73.7,7.4,24,42,1,6,13,19,5.5,1879,7.3
Nick Starkel,40326,QB,S JOSE ST,8,72.6,248,255,9.8,2.37,3,12,4.3,63.9,163,0,58,9.4,267,17,94,285,77.5,78.4,78.7,50.5,2,7,288,1,10.3,101.6,2.2,6,5,0,2,17,7,2.4,2172,8.5
Michael Pratt,123229,QB,TULANE,10,72.2,237,254,11.3,2.99,1,14,5.2,55.1,140,0,122,18.1,322,31,102,319,74.7,73.4,72.0,65.4,4,8,344,1,27.0,90.8,10.2,33,34,0,12,20,11,3.2,1806,7.1
Sean Clifford,51708,QB,PENN STATE,9,71.6,229,253,9.3,2.85,4,5,1.9,60.5,153,0,91,6.7,298,11,99,266,60.3,65.3,60.9,68.4,2,9,318,2,25.3,89.9,7.7,23,22,1,17,16,10,3.1,1890,7.5
Frank Harris,60586,QB,UTSA,11,69.8,235,252,8.9,2.85,3,8,3.0,62.7,158,0,91,3.7,297,6,98,331,65.2,78.8,68.1,81.6,4,6,311,1,16.5,87.0,5.1,15,30,1,9,12,11,3.5,1616,6.4
Colby Suits,82143,QB,LA MONROE,8,72.3,238,252,9.6,2.47,5,10,3.8,60.3,152,0,88,11.6,283,20,80,209,28.6,57.6,57.4,56.1,3,7,297,0,18.2,76.8,5.7,16,15,2,4,8,19,6.4,1541,6.1
Drew Plitt,39879,QB,BALL ST,8,74.4,242,251,8.1,2.6,3,14,5.3,65.3,164,0,86,8.9,301,16,114,117,32.4,71.2,67.6,66.8,1,6,319,0,32.6,105.0,9.3,28,21,1,4,17,15,4.7,2157,8.6
Spencer Sanders,77660,QB,OKLA STATE,9,70.6,235,251,10.8,2.93,1,15,5.6,61.8,155,0,79,6.6,300,11,105,262,74.9,74.4,75.4,61.8,2,8,317,6,21.5,92.1,5.7,17,32,3,10,14,17,5.4,2005,8.0
Grayson McCall,98002,QB,COAST CAR,11,75.8,244,250,11.3,2.73,4,22,8.2,68.8,172,0,83,7.0,291,13,132,141,49.7,92.4,92.6,69.6,0,3,309,0,13.3,130.6,3.8,11,30,0,2,26,9,2.9,2488,10.0
Desmond Trotter,83552,QB,S ALABAMA,10,74.8,234,248,10.0,2.71,3,11,4.2,64.5,160,0,136,8.6,301,15,89,288,47.9,71.3,71.5,57.5,3,4,316,0,23.5,96.1,10.6,32,21,0,8,11,11,3.5,1917,7.7
Spencer Petras,82136,QB,IOWA,8,68.4,228,248,9.0,2.53,3,6,2.3,56.9,141,0,64,9.6,268,15,87,192,69.1,58.5,56.9,60.9,2,5,280,1,15.6,79.4,3.7,10,10,1,14,9,6,2.1,1563,6.3
Max Duggan,99470,QB,TCU,10,70.2,225,242,10.3,2.81,2,12,4.6,59.9,145,0,90,8.2,286,13,78,305,61.6,79.2,69.9,79.1,5,4,305,1,23.3,89.9,7.3,21,22,3,7,10,8,2.6,1802,7.4
Feleipe Franks,40217,QB,ARKANSAS,9,80.3,218,238,7.4,2.9,2,17,6.6,68.1,162,0,112,7.4,310,13,97,111,43.8,72.6,79.1,51.8,3,4,331,2,27.7,111.9,10.0,31,34,0,15,17,9,2.7,2072,8.7
Alan Bowman,77679,QB,TEXAS TECH,8,74.4,219,233,6.7,2.14,3,9,3.8,64.4,150,0,39,8.0,242,13,77,315,53.9,64.8,63.5,60.8,3,7,249,2,5.1,86.1,0.8,2,5,1,7,10,12,4.8,1601,6.9
Jake Haener,60596,QB,FRESNO ST,6,75.3,223,232,10.1,3.05,2,20,8.3,64.7,150,0,104,10.7,280,18,97,169,60.4,75.4,77.9,55.1,1,5,291,2,22.1,103.4,8.2,23,25,0,6,14,8,2.7,2019,8.7
Justin Fields,82118,QB,OHIO STATE,8,80.8,208,226,10.4,3.11,6,19,7.8,69.9,158,0,84,6.0,281,10,115,260,63.3,93.5,92.0,85.3,3,6,301,4,25.0,120.4,7.5,21,33,0,9,22,7,2.3,2098,9.3
Luke Anthony,41127,QB,LA TECH,9,72.5,200,221,7.9,2.75,5,8,3.3,62.4,138,0,86,4.8,263,7,74,208,31.6,61.9,64.6,49.3,3,5,282,6,26.7,96.7,8.7,23,19,0,13,16,9,3.2,1479,6.7
Noah Vedral,55406,QB,RUTGERS,7,68.1,207,220,8.5,2.79,4,11,4.8,61.4,135,0,86,4.3,251,6,63,278,61.4,60.0,58.0,63.6,2,8,263,0,18.6,75.8,6.4,16,9,0,7,9,9,3.4,1270,5.8
Michael Penix Jr.,82134,QB,INDIANA,6,66.8,211,220,10.6,2.5,4,24,10.3,56.4,124,0,94,12.1,231,17,76,190,68.6,82.9,80.9,66.3,2,4,248,0,7.4,93.8,3.0,7,4,0,3,14,9,3.6,1645,7.5
Ross Bowers,38380,QB,N ILLINOIS,6,70.1,201,215,10.5,2.57,2,14,6.0,57.7,124,0,67,12.1,234,17,67,254,55.9,77.5,78.2,44.1,1,2,253,1,17.9,88.0,5.1,12,7,1,10,10,7,2.8,1355,6.3
Collin Hill,40245,QB,S CAROLINA,8,74.0,200,215,7.8,2.39,7,7,3.1,59.1,127,0,82,14.2,244,21,76,289,58.0,76.9,75.6,60.8,3,6,255,0,26.8,76.3,9.0,22,7,0,5,6,4,1.6,1411,6.6
K.J. Costello,40268,QB,MISS STATE,6,73.5,196,213,5.8,2.7,6,9,4.2,63.4,135,0,83,6.3,233,9,59,227,31.8,50.7,53.5,41.3,5,11,235,4,14.5,67.9,5.2,12,8,1,5,6,15,6.4,1287,6.0
Gavin Hardison,100827,QB,UTEP,7,64.2,190,202,12.2,2.69,4,14,6.5,54.5,110,0,69,9.8,213,12,63,330,35.8,68.5,72.4,40.4,1,5,230,5,10.1,74.5,3.3,7,4,1,6,5,11,4.8,1410,7.0
Terry Wilson,40709,QB,KENTUCKY,10,71.7,184,200,6.8,2.69,1,10,4.6,62.5,125,1,59,5.3,229,7,65,202,50.3,63.8,63.9,59.5,0,4,249,3,16.9,82.2,4.4,10,19,0,15,7,8,3.2,1186,5.9
Preston Hutchinson,60370,QB,E MICHIGAN,6,70.6,194,198,10.2,2.52,0,15,7.2,63.6,126,0,46,8.0,231,11,86,160,64.7,81.8,78.5,73.9,1,6,245,4,41.3,97.6,8.2,19,13,0,3,12,8,3.3,1657,8.4
Davis Mills,52269,QB,STANFORD,5,78.8,184,196,7.9,2.42,3,16,7.7,65.8,129,0,58,11.0,217,16,82,300,66.2,82.9,80.7,71.0,3,3,229,2,19.0,94.6,5.1,11,10,1,5,7,8,3.5,1512,7.7
Jordan McCloud,101058,QB,USF,8,70.1,177,194,9.1,2.77,1,5,2.5,61.3,119,0,92,4.0,241,5,79,327,28.9,64.4,63.5,57.9,2,2,250,1,23.9,93.1,9.1,22,24,1,13,9,12,4.8,1339,6.9
Graham Mertz,97994,QB,WISCONSIN,7,71.0,186,194,7.1,2.65,1,9,4.5,60.8,118,0,41,10.6,220,14,61,349,65.9,69.5,66.7,64.7,0,5,229,0,29.3,84.1,5.5,12,14,1,6,9,5,2.2,1238,6.4
Layne Hatcher,82068,QB,ARK STATE,11,69.2,182,193,14.9,3.0,2,25,12.3,60.1,116,0,102,7.9,232,10,82,113,55.3,77.9,82.6,46.6,2,2,246,0,16.7,124.5,7.3,17,22,0,7,19,8,3.3,2032,10.5
Rex Culpepper,40540,QB,SYRACUSE,9,60.1,173,191,9.9,2.41,4,10,5.0,49.2,94,0,45,9.6,207,10,43,304,31.5,33.2,34.0,45.9,2,8,215,1,26.7,63.9,5.8,12,4,1,11,9,19,8.8,1032,5.4
Austin Aune,83528,QB,N TEXAS,7,65.0,180,185,14.1,2.59,1,23,12.0,54.6,101,0,41,13.7,204,16,71,251,29.9,84.1,87.1,47.7,0,4,212,0,19.5,99.2,3.9,8,10,1,3,13,9,4.2,1650,8.9
Tanner Morgan,55239,QB,MINNESOTA,7,72.7,172,182,11.2,2.73,7,9,4.7,57.7,105,0,62,16.0,204,20,72,225,51.4,71.6,69.2,62.6,1,5,212,0,21.0,82.9,6.4,13,9,0,2,7,13,6.1,1371,7.5
Chris Reynolds,60361,QB,CHARLOTTE,6,65.8,158,175,10.6,2.7,4,12,6.5,54.3,95,0,76,8.7,199,9,62,136,41.4,70.9,72.2,54.4,3,2,213,2,19.7,89.0,7.5,15,7,0,10,8,10,4.7,1309,7.5
Will Howard,122599,QB,KANSAS ST,9,62.1,161,170,8.7,2.51,0,4,2.2,52.9,90,0,60,10.0,180,10,50,199,48.2,58.8,56.1,60.9,2,10,189,0,11.7,66.3,3.9,7,3,2,5,8,9,4.8,1178,6.9
Nick Tronti,60409,QB,FAU,8,67.5,157,169,10.7,2.68,2,6,3.4,53.3,90,0,67,15.1,190,16,49,165,70.6,73.0,72.1,65.7,0,3,200,2,19.4,73.2,6.8,13,8,0,10,6,3,1.5,905,5.4
Jarrett Guarantano,40771,QB,TENNESSEE,7,68.2,157,165,10.3,2.64,1,11,6.3,61.8,102,0,67,4.7,194,5,60,307,32.9,63.6,55.7,77.3,2,4,205,0,23.9,83.7,8.2,16,12,0,5,6,10,4.9,1112,6.7
Henry Colombi,60583,QB,TEXAS TECH,6,76.0,154,165,6.2,2.63,3,7,4.1,65.5,108,0,59,7.7,207,9,53,315,54.0,65.1,68.6,52.1,4,4,216,0,23.7,89.5,6.8,14,26,0,4,8,5,2.3,1060,6.4
Tyler Shough,83537,QB,OREGON,7,73.4,158,165,9.1,2.73,0,7,4.0,63.0,104,0,64,10.3,198,12,76,264,59.4,61.5,57.5,64.7,1,6,206,0,18.8,104.1,6.1,12,19,0,6,13,11,5.3,1520,9.2
Sam Noyer,40048,QB,COLORADO,6,72.9,144,161,9.7,2.62,4,11,6.5,54.7,88,0,53,16.2,176,17,55,143,49.0,75.3,73.0,67.5,2,7,185,1,11.3,70.4,3.4,6,9,0,11,6,8,4.3,1101,6.8
Hank Bachmeier,101284,QB,BOISE ST,5,73.8,141,160,10.3,2.67,1,7,4.2,60.0,96,0,68,7.7,177,8,55,120,67.8,76.3,73.8,72.3,6,2,183,2,14.7,88.9,5.6,10,7,2,10,6,2,1.1,1135,7.1
Stetson Bennett,60387,QB,GEORGIA,8,64.3,143,158,11.5,2.54,6,10,6.0,54.4,86,0,40,6.5,169,6,58,173,40.3,68.7,68.8,56.8,2,6,180,2,10.0,79.5,2.4,4,7,2,5,8,7,3.9,1174,7.4
Rocky Lombardi,60452,QB,MICH STATE,6,66.7,141,158,10.6,2.4,3,9,5.4,52.5,83,0,41,11.7,168,11,48,223,53.3,58.6,60.5,50.1,2,9,178,2,12.2,67.7,3.0,5,4,0,12,8,12,6.7,1088,6.9
Kyle Vantrease,55029,QB,BUFFALO,7,69.7,152,154,11.2,2.14,1,11,6.7,61.7,95,0,20,10.4,155,11,53,126,76.0,86.5,84.7,65.3,0,3,166,1,5.0,96.4,0.6,1,0,0,1,7,4,2.4,1326,8.6
Hendon Hooker,60593,QB,VA TECH,8,76.8,138,153,8.4,2.76,5,5,2.9,64.1,98,0,50,7.5,189,8,63,337,58.4,81.5,71.5,77.6,0,5,208,0,34.0,98.0,9.0,17,19,3,7,9,8,3.8,1343,8.8
Kaleb Eleby,77686,QB,W MICHIGAN,6,74.3,140,153,11.7,2.67,9,14,8.4,64.1,98,0,27,5.8,173,6,76,347,27.2,89.3,91.5,50.1,0,2,188,1,25.9,135.7,4.0,7,12,2,2,18,4,2.1,1705,11.1
Adrian Martinez,83522,QB,NEBRASKA,7,79.4,141,153,7.1,2.66,5,5,3.1,70.6,108,0,48,3.6,184,4,55,238,43.5,78.2,65.1,81.4,1,3,191,2,22.9,90.2,6.0,11,17,1,5,4,5,2.6,1055,6.9
Jalon Daniels,122555,QB,KANSAS,7,59.1,137,153,10.2,2.73,8,6,3.7,49.0,75,0,91,7.4,205,6,40,198,28.8,38.7,38.2,51.7,3,4,216,1,30.8,53.7,13.7,28,23,1,4,1,14,6.5,714,4.7
Jacob Free,60591,QB,TROY,6,69.3,140,153,10.0,2.66,3,7,4.3,58.2,89,0,38,8.2,165,8,55,318,58.6,61.5,61.2,55.9,2,5,174,0,23.7,78.6,5.5,9,3,0,8,6,9,5.2,1051,6.9
Jack Abraham,40557,QB,SO MISS,5,72.4,145,150,6.9,2.4,1,6,3.7,65.3,98,0,41,6.7,167,7,51,296,48.5,74.1,74.7,55.7,0,4,178,0,29.3,95.2,7.2,12,5,0,4,7,1,0.6,1233,8.2
Max Johnson,124099,QB,LSU,5,73.9,138,150,9.0,2.84,0,4,2.6,58.7,88,0,55,13.7,177,14,53,211,78.5,78.5,74.8,70.5,4,1,183,0,14.5,95.7,4.5,8,19,0,8,8,5,2.7,1069,7.1
Max Gilliam,38503,QB,UNLV,6,70.5,139,148,6.8,2.95,3,6,3.9,60.1,89,0,68,9.2,194,9,56,325,65.2,76.1,65.4,84.2,1,4,200,1,29.4,74.6,10.3,20,25,0,5,5,5,2.5,795,5.4
Bryson Lucero,97608,QB,UAB,7,63.0,135,148,12.5,2.69,4,7,4.5,54.1,80,0,47,5.9,155,5,50,321,74.3,65.3,64.5,56.2,2,8,162,1,6.4,68.1,1.9,3,3,1,6,7,8,4.9,984,6.6
Jason Bean,83529,QB,N TEXAS,8,67.4,135,145,13.7,2.97,2,13,8.7,54.5,79,0,49,13.2,173,12,54,251,45.7,83.3,76.8,76.8,0,5,178,0,28.6,97.8,8.1,14,13,0,8,14,8,4.5,1131,7.8
Joe Milton III,82151,QB,MICHIGAN,6,66.2,136,141,12.0,2.81,1,11,7.6,56.7,80,0,52,11.1,161,10,57,222,76.7,74.4,73.0,64.3,4,4,166,0,17.3,78.7,5.6,9,10,0,0,4,8,4.8,1072,7.6
Dorian Thompson-Robinson,83574,QB,UCLA,5,71.5,130,140,7.5,2.96,1,5,3.4,65.0,91,1,56,2.2,167,2,61,324,55.9,66.0,54.6,80.9,1,4,178,5,14.3,106.5,4.8,8,18,0,8,12,10,5.6,1128,8.1
T.J. Finley,124093,QB,LSU,5,69.5,131,139,10.3,2.64,1,5,3.4,56.8,79,0,40,13.2,151,12,48,211,38.4,71.8,71.3,62.4,4,5,158,2,15.0,72.4,4.0,6,5,0,3,4,9,5.7,946,6.8
Chase Garbers,60356,QB,CAL,4,69.5,128,137,8.4,2.67,2,6,4.1,62.0,85,0,51,4.5,171,4,45,130,63.0,62.0,62.0,58.7,0,3,181,1,29.4,82.7,8.8,15,19,1,6,6,3,1.7,771,5.6
Aidan O'Connell,60516,QB,PURDUE,3,74.2,128,137,8.1,2.56,2,6,4.1,64.2,88,0,49,7.4,148,7,45,273,47.1,61.8,63.0,46.9,1,2,158,2,16.3,94.4,5.4,8,2,0,6,7,7,4.4,916,6.7
Anthony Russo,40108,QB,TEMPLE,3,77.2,136,136,7.5,2.03,0,6,4.2,68.4,93,0,14,11.4,143,12,57,306,49.5,70.2,72.1,54.6,0,6,151,0,21.4,89.4,2.1,3,3,0,0,9,8,5.3,871,6.4
