player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Zac Foutz,27001,TE,LIBERTY,7,70.0,0,206,63.0,62.0,62.2,0,0,59,40.7,42.1,100.0,0,0,0,205,0,0,1,293,64,152,0,0,141,210
Courtney Lark,42143,WR,HOUSTON,9,40.2,1,182,63.7,,65.4,0,0,0,0.0,0.0,,5,0,0,204,0,0,0,508,0,304,0,0,204,0
Elijah Cooks,61501,WR,NEVADA,13,36.9,0,239,55.6,,68.5,0,0,0,0.0,0.0,,3,0,0,204,0,0,0,553,0,349,0,0,204,0
Kendel Wright,41197,T,NAVY,6,100.0,0,237,59.1,65.9,56.8,0,3,36,100.0,100.0,95.8,0,3,0,204,0,0,175,204,37,37,0,7,167,21
Johnny Johnson III,61588,WR,OREGON,13,42.6,0,264,53.8,,63.7,0,0,0,0.0,0.0,,2,0,0,203,0,0,0,476,0,273,0,0,203,2
Darnell Woolfolk,45756,HB,ARMY,13,47.0,0,114,75.2,71.9,76.5,0,1,43,84.3,84.3,98.8,0,1,0,203,0,0,0,432,43,51,0,0,160,0
Tre Turner,78006,WR,VA TECH,12,46.3,0,337,75.2,,59.3,0,0,0,0.0,0.0,,0,0,0,203,0,0,0,438,0,227,0,0,203,7
Blake Banham,45843,WR,E MICHIGAN,13,35.9,1,160,74.2,80.2,65.3,0,0,6,1.8,1.7,100.0,2,0,0,203,0,0,0,565,6,360,0,0,197,1
R.J. Tyler,47291,TE,CHARLOTTE,11,72.8,0,136,52.9,59.4,52.2,1,2,44,38.3,37.2,96.6,0,3,0,203,0,0,1,279,45,121,0,1,158,255
Thomas Geddis,48306,WR,CINCINNATI,12,40.7,0,138,56.0,,64.0,0,0,0,0.0,0.0,,0,0,0,202,0,0,0,496,0,294,0,0,202,0
Peyton Hendershot,60915,TE,INDIANA,11,57.1,0,190,59.9,53.7,64.3,0,1,30,17.8,16.5,98.3,1,1,0,202,0,0,0,354,30,182,0,0,172,247
Logan Harris,55558,G,WYOMING,6,100.0,0,351,66.2,60.4,65.0,0,2,66,100.0,100.0,97.0,1,3,1,202,37,127,0,202,71,71,38,0,131,0
Fred Holly III,38662,HB,HAWAII,14,52.2,0,180,66.9,80.0,60.6,1,6,167,69.3,69.6,96.7,0,9,2,202,0,0,0,387,176,253,0,0,26,0
Rashad Medaris,32782,WR,CINCINNATI,12,41.2,0,138,68.8,,72.0,0,0,0,0.0,0.0,,0,0,0,202,0,0,0,490,0,288,0,0,202,0
Bryce Kemp,26273,TE,E MICHIGAN,12,64.4,0,160,57.8,58.3,62.4,0,1,22,16.5,18.4,97.7,1,1,0,201,0,0,0,312,25,136,0,0,176,173
Jay MacIntyre,47592,WR,COLORADO,10,37.2,0,143,54.8,63.1,74.3,0,0,1,0.3,0.3,100.0,1,0,0,201,0,0,1,540,1,340,0,0,200,0
Darnell Salomon,48336,WR,USF,10,45.1,0,327,58.9,,74.5,0,0,0,0.0,0.0,,1,0,0,201,0,0,0,446,0,245,0,0,201,0
Jermaine Ledbetter,81753,G,NEVADA,8,100.0,0,239,52.9,62.2,49.8,0,4,114,100.0,100.0,96.5,2,6,2,201,0,28,0,201,121,121,173,0,80,0
Gardner Minshew,41401,QB,WASH STATE,13,20.9,0,341,88.1,,60.1,0,0,0,0.0,0.0,,4,0,0,201,0,0,0,961,0,735,0,0,201,0
Milan Richard,47364,TE,CLEMSON,14,66.6,0,140,48.5,61.8,47.1,0,1,36,27.1,27.3,98.6,0,1,0,201,0,0,0,302,38,139,0,0,163,197
Sam Vretman,60038,G,RUTGERS,5,100.0,0,278,56.9,70.5,51.5,1,1,101,100.0,100.0,98.0,0,3,1,201,0,201,0,201,108,108,0,0,93,0
Darrell Stewart Jr.,27299,WR,MICH STATE,11,35.1,0,223,64.1,,47.0,0,0,0,0.0,0.0,,3,0,0,200,0,0,0,570,0,365,0,0,200,0
Trevon Grimes,61565,WR,FLORIDA,13,50.5,0,163,73.8,73.1,74.6,0,0,2,1.0,1.0,100.0,1,0,0,200,0,0,0,396,2,198,0,0,198,0
Keith Gavin,42056,WR,FLORIDA ST,12,38.0,1,167,62.3,,66.5,0,0,0,0.0,0.0,,1,0,0,200,0,0,0,526,0,326,0,0,200,0
Kelby Wickline,36313,T,W VIRGINIA,9,100.0,0,343,65.1,66.3,61.8,0,1,95,100.0,100.0,96.3,1,4,3,200,0,0,153,200,99,99,0,41,101,6
Van Edwards Jr.,45947,HB,AKRON,11,38.7,0,102,68.2,78.4,54.2,0,5,136,47.1,48.2,98.2,0,5,0,200,0,0,0,517,151,313,0,0,49,0
Zach Tom,55443,C,WAKE,7,100.0,0,339,62.8,76.8,59.0,0,1,69,100.0,100.0,99.3,0,1,0,199,199,0,0,199,71,71,0,0,128,0
Cary Angeline,40767,TE,NC STATE,11,65.9,0,248,67.2,72.0,57.0,0,1,21,17.5,18.3,97.6,0,1,0,199,0,0,9,302,23,126,0,11,176,193
Kendall Ardoin,39215,TE,TULANE,8,82.6,0,319,54.8,62.0,58.5,1,1,53,57.6,57.6,98.1,1,2,0,199,0,0,0,241,57,99,0,0,142,113
Cade Carney,45124,HB,WAKE,13,42.5,0,339,77.0,69.2,58.1,3,2,119,59.5,61.2,96.2,1,7,2,199,0,0,0,468,128,209,0,0,71,9
Jake Edwards,27717,T,GA SOUTHRN,12,100.0,0,174,45.2,24.9,51.0,1,4,38,100.0,100.0,90.8,3,6,1,199,0,23,1,199,42,42,69,105,157,1
Max Gilliam,38503,QB,UNLV,11,40.5,0,325,57.1,,60.0,0,0,0,0.0,0.0,,1,0,0,199,0,0,0,491,0,272,0,0,199,0
Spencer Brown,57441,HB,UAB,14,34.8,0,321,69.0,64.3,58.5,4,2,106,52.2,52.4,95.3,0,8,2,199,0,0,0,572,110,210,0,0,89,0
Jaylen Smith,47846,WR,LOUISVILLE,12,35.6,0,210,63.8,,62.3,0,0,0,0.0,0.0,,4,0,0,199,0,0,0,559,0,360,0,0,199,3
C.J. Worton,27707,WR,FIU,13,47.6,0,166,81.1,,65.8,0,0,0,0.0,0.0,,1,0,0,199,0,0,0,418,0,219,0,0,199,0
Keion White,60998,TE,DOMINION,9,51.7,0,263,61.6,75.5,66.1,0,0,37,17.6,17.3,100.0,0,0,0,199,0,0,0,385,39,225,0,0,160,246
DJ Stubbs,61373,WR,LIBERTY,12,37.6,0,206,73.6,,62.8,0,0,0,0.0,0.0,,1,0,0,198,0,0,0,526,0,328,0,0,198,0
K.J. Carta-Samuels,46525,QB,COLO STATE,10,34.9,0,144,76.3,,60.2,0,0,0,0.0,0.0,,4,0,0,198,0,0,0,567,0,349,0,0,198,0
Xavier Gaines,40094,TE,MARSHALL,13,56.7,0,214,58.4,33.2,50.3,0,2,29,16.7,18.5,96.6,3,2,0,198,0,0,0,349,34,184,0,0,164,235
Beau Morris,24688,T,SMU,4,100.0,0,287,57.6,54.9,59.6,0,5,100,100.0,100.0,95.5,1,7,2,198,0,0,195,198,105,105,0,0,93,2
Gunnar Vogel,41644,T,NWESTERN,5,100.0,1,256,50.9,43.4,57.4,1,7,126,100.0,100.0,96.0,1,9,1,198,0,0,191,198,136,136,0,7,62,0
Tanner Mangum,34607,QB,BYU,8,47.7,0,128,62.7,,60.1,0,0,0,0.0,0.0,,1,0,0,198,0,0,0,415,0,209,0,0,198,0
Chase Gianacakos,27131,TE,MICH STATE,13,97.5,0,223,52.1,58.2,53.6,1,1,29,87.9,86.5,96.6,0,2,0,198,0,0,2,203,32,37,0,1,166,197
Scottie Phillips,83711,HB,OLE MISS,11,38.1,0,226,80.4,63.9,56.5,0,10,138,46.6,48.3,94.2,0,13,3,196,0,0,0,514,152,315,0,0,44,0
K.D. Nixon,61216,WR,COLORADO,11,36.7,0,143,70.4,60.9,68.5,0,0,1,0.3,0.3,100.0,2,0,0,196,0,0,0,534,1,331,0,0,195,1
N'Kosi Perry,60446,QB,MIAMI FL,11,42.1,0,220,69.6,,60.5,0,0,0,0.0,0.0,,1,0,0,196,0,0,0,466,0,242,0,0,196,0
Deon Jackson,57189,HB,DUKE,13,30.4,1,154,61.0,66.2,68.8,1,1,98,26.0,26.6,98.0,2,3,1,196,0,0,0,644,104,391,0,0,92,0
Keyion Dixon,40175,WR,UCONN,11,49.4,0,146,57.5,,84.5,0,0,0,0.0,0.0,,2,0,0,196,0,0,0,397,0,201,0,0,196,0
Jaivon Heiligh,84159,WR,COAST CAR,12,50.0,0,141,62.1,61.0,64.4,0,0,1,0.5,0.5,100.0,0,0,0,196,0,0,0,392,1,197,0,0,195,0
Jack Abraham,40557,QB,SO MISS,9,34.2,0,296,63.4,,60.4,0,0,0,0.0,0.0,,1,0,0,195,0,0,0,570,0,351,0,0,195,0
Miles Sanders,40555,HB,PENN STATE,13,28.1,1,266,78.6,58.2,54.0,0,6,90,25.4,24.9,96.7,1,6,0,195,0,0,0,693,93,373,0,0,102,0
K.J. Hill,28025,WR,OHIO STATE,14,35.9,0,260,80.5,69.9,56.7,0,0,2,0.6,0.6,100.0,0,0,0,195,0,0,0,543,2,349,0,0,193,12
Tshiyombu Lukusa,41546,G,ARIZONA,6,100.0,0,109,59.0,81.0,52.8,0,3,84,100.0,100.0,98.2,0,3,0,195,0,191,0,195,93,93,0,1,102,2
Kieffer Longson,41188,G,BYU,5,100.0,0,128,70.4,66.3,70.4,0,7,91,100.0,100.0,96.2,0,7,0,195,0,175,3,195,95,95,2,13,100,2
Nick Easley,61326,WR,IOWA,13,36.7,0,192,69.8,61.1,61.5,0,0,0,0.0,0.3,,0,0,0,194,0,0,0,528,1,334,0,0,193,4
Brandon Council,41433,T,AKRON,3,100.0,1,102,66.6,70.0,63.9,1,5,100,100.0,100.0,97.0,3,6,0,194,0,0,0,194,112,112,0,194,82,0
Dylan Powell,41118,G,STANFORD,11,100.0,0,300,61.5,81.9,60.6,0,1,77,100.0,100.0,98.1,3,2,1,194,0,23,2,194,86,86,157,0,108,12
Rhett Cardwell,42098,WR,RICE,13,45.6,0,275,49.6,,58.2,0,0,0,0.0,0.0,,0,0,0,194,0,0,0,425,0,231,0,0,194,0
Kaleb Eleby,77686,QB,W MICHIGAN,5,50.1,0,347,63.7,,60.0,0,0,0,0.0,0.0,,0,0,0,194,0,0,0,387,0,187,0,0,194,0
Austin Capps,25521,G,ARKANSAS,9,100.0,0,111,60.4,50.4,63.0,1,5,89,100.0,100.0,95.5,2,7,1,193,0,151,0,193,96,96,42,0,97,0
Bernhard Raimann,77948,TE,C MICHIGAN,12,53.8,0,134,53.7,77.3,63.8,0,0,11,6.5,6.7,100.0,2,0,0,193,0,0,4,359,12,178,0,0,181,134
Tim Wilson Jr.,41965,WR,S DIEGO ST,11,49.0,0,284,74.4,,72.9,0,0,0,0.0,0.0,,3,0,0,193,0,0,0,394,0,201,0,0,193,7
Ja'Deion High,47486,WR,TEXAS TECH,12,30.4,0,315,74.1,63.9,77.0,0,0,1,0.2,0.2,100.0,0,0,0,192,0,0,0,631,1,440,0,0,191,4
Landon Wolf,40906,WR,OKLA STATE,13,37.6,0,262,58.7,,63.2,0,0,0,0.0,0.0,,0,0,0,192,0,0,0,510,0,318,0,0,192,0
Andre Baccellia,47901,WR,WASHINGTON,14,35.8,1,340,69.7,,58.3,0,0,0,0.0,0.0,,3,0,0,192,0,0,0,536,0,342,0,0,192,2
Ty Storey,35344,QB,ARKANSAS,10,36.0,0,111,63.3,,60.1,0,0,0,0.0,0.0,,1,0,0,191,0,0,0,530,0,300,0,0,191,0
Nyqwan Murray,26456,WR,FLORIDA ST,12,35.5,0,167,74.8,,57.3,0,0,0,0.0,0.0,,2,0,0,191,0,0,0,538,0,344,0,0,191,0
Quardraiz Wadley,57460,HB,UTEP,12,47.6,0,330,70.2,63.1,61.3,2,7,134,62.3,63.6,93.7,1,13,4,191,0,0,0,401,145,228,0,0,46,2
Cole Herdman,47071,TE,PURDUE,12,46.4,0,273,53.1,48.0,44.0,2,4,42,16.8,17.2,92.9,1,6,0,191,1,0,0,412,46,267,0,1,145,214
Devin Papenheim,39227,TE,APP STATE,9,86.4,0,108,46.9,66.8,51.4,0,0,27,48.2,48.3,100.0,3,0,0,191,0,0,8,221,28,58,0,11,163,199
Armani Rogers,40034,QB,UNLV,6,46.0,0,325,61.2,,60.0,0,0,0,0.0,0.0,,0,0,0,191,0,0,0,415,0,162,0,0,191,0
Noah Gatlin,81561,T,ARKANSAS,4,100.0,0,111,57.8,48.0,64.8,2,8,86,100.0,100.0,91.9,2,12,2,191,0,0,191,191,91,91,0,0,100,0
Deon Stewart,32874,WR,ARKANSAS,12,44.5,0,111,60.0,61.9,57.8,0,0,1,0.4,0.4,100.0,0,0,0,191,0,0,0,429,1,237,0,0,190,4
Maurice Alexander,33465,WR,FIU,13,40.4,0,166,71.4,,66.5,0,0,0,0.0,0.0,,0,0,0,190,0,0,0,470,0,263,0,0,190,0
Zach Wilson,82096,QB,BYU,9,40.3,0,128,80.5,,60.0,0,0,0,0.0,0.0,,0,0,0,190,0,0,0,472,0,250,0,0,190,0
Shi Smith,61643,WR,S CAROLINA,12,32.7,0,289,69.5,,48.0,0,0,0,0.0,0.0,,1,0,0,190,0,0,0,581,0,391,0,0,190,3
Chris Bounds,26033,TE,COLORADO,7,80.5,0,143,58.8,67.7,62.0,0,1,37,45.1,47.1,98.6,0,1,0,190,0,0,0,236,41,87,0,0,149,189
Dorian Thompson-Robinson,83574,QB,UCLA,10,42.3,0,324,57.2,62.2,60.0,0,0,1,0.4,0.4,100.0,1,0,0,190,0,0,0,449,1,241,0,0,189,0
Justin Hall,61158,WR,BALL ST,12,31.1,2,117,66.8,,69.2,0,0,0,0.0,0.0,,4,0,0,190,0,0,0,611,0,401,0,0,190,3
Justin Rigg,42096,TE,KENTUCKY,13,80.2,0,202,57.8,77.8,61.2,0,0,19,29.2,28.8,100.0,1,0,0,190,0,0,0,237,19,66,0,0,171,173
Elijah Rogers,61041,TE,TEXAS ST,12,70.4,0,314,58.9,49.7,65.3,0,1,29,27.4,27.9,94.8,1,2,1,190,0,0,0,270,31,111,0,0,159,193
Jaylen Waddle,84088,WR,ALABAMA,15,43.6,0,103,89.7,,62.4,0,0,0,0.0,0.0,,0,0,0,190,0,0,0,436,0,246,0,0,190,3
Nate Wieting,39663,TE,IOWA,12,81.5,0,192,51.2,43.8,52.4,0,2,25,37.9,39.4,96.0,1,2,0,190,0,0,0,233,28,71,0,0,162,204
Carson Terrell,61059,TE,UTAH ST,13,56.2,0,329,55.0,70.2,58.0,0,0,12,7.9,7.5,100.0,6,0,0,190,0,0,0,338,12,160,0,0,178,235
Jacob August,47276,TE,S CAROLINA,12,62.0,0,289,55.0,63.5,52.9,1,1,37,25.5,25.2,97.3,1,2,0,189,0,0,4,305,39,155,0,1,150,203
OJ Clark,27635,WR,NEW MEX ST,12,30.6,0,242,58.5,55.8,54.1,0,0,3,0.7,0.7,100.0,5,0,0,189,0,0,0,617,3,431,0,0,186,7
Chris Pierce Jr.,61794,WR,VANDERBILT,13,41.4,0,333,53.2,,75.8,0,0,0,0.0,0.0,,0,0,0,189,0,0,0,457,0,268,0,0,189,13
Carson Van Lynn,77329,TE,PITTSBURGH,11,93.6,0,268,54.1,68.9,53.8,0,1,31,70.5,72.3,98.4,2,1,0,189,0,0,6,202,34,47,0,0,155,165
Matt Bockhorst,51714,G,CLEMSON,13,100.0,0,140,70.2,86.0,69.0,0,0,68,100.0,100.0,100.0,1,0,0,188,0,188,0,188,68,68,0,0,120,0
Ryan Carriere,41232,TE,CHARLOTTE,10,81.4,0,136,47.9,72.2,48.2,0,0,21,33.9,32.8,100.0,0,0,0,188,0,0,1,231,21,64,0,0,167,227
Josh Hammond,40293,WR,FLORIDA,13,48.2,0,163,73.4,,60.0,0,0,0,0.0,0.0,,0,0,0,188,0,0,0,390,0,201,0,0,188,1
Sadiq Palmer,41606,WR,UMASS,12,34.0,0,216,60.4,75.9,62.1,0,0,1,0.3,0.5,100.0,0,0,0,188,0,0,4,553,2,367,0,0,186,13
Ty Fryfogle,61321,WR,INDIANA,12,36.4,0,190,63.7,,54.7,0,0,0,0.0,0.0,,0,0,0,188,0,0,0,517,0,329,0,0,188,1
Flynn Nagel,48118,WR,NWESTERN,13,31.1,0,256,73.9,,57.0,0,0,0,0.0,0.0,,0,0,0,188,0,0,0,604,0,415,0,0,188,1
Tyler Johnston III,60570,QB,UAB,13,43.9,0,321,87.5,,60.0,0,0,0,0.0,0.0,,3,0,0,187,0,0,0,426,0,158,0,0,187,0
Luke Whittemore,61736,WR,TROY,13,51.9,0,318,58.0,,57.3,0,0,0,0.0,0.0,,0,0,0,187,0,0,0,360,0,173,0,0,187,0
La'Michael Pettway,34983,WR,ARKANSAS,12,45.8,0,111,68.8,,65.8,0,0,0,0.0,0.0,,1,0,0,187,0,0,1,408,0,221,0,0,187,0
Talon Shumway,35156,WR,BYU,13,45.9,0,128,70.0,,68.2,0,0,0,0.0,0.0,,0,0,0,187,0,0,0,407,0,220,0,0,187,35
Devin Asiasi,40294,TE,UCLA,9,73.3,0,324,75.1,79.0,72.4,0,0,13,16.3,16.0,100.0,0,0,0,187,0,0,0,255,13,81,0,0,174,200
Cody White,61448,WR,MICH STATE,9,36.2,0,223,70.0,,45.6,0,0,0,0.0,0.0,,0,0,0,187,0,0,0,516,0,327,0,0,187,0
Tamir Jones,55202,WR,GA STATE,12,48.1,1,175,58.7,,69.5,0,0,0,0.0,0.0,,1,0,0,186,0,0,0,387,0,201,0,0,186,0
Kaden Smith,40973,TE,STANFORD,10,35.3,0,300,76.8,73.6,61.1,0,0,15,4.5,5.0,100.0,2,0,0,186,0,0,0,527,18,359,0,0,168,324
Luke Benzschawel,42357,TE,WISCONSIN,10,91.6,0,349,69.3,40.0,69.6,0,1,7,30.4,29.2,92.9,0,1,0,186,0,0,0,203,7,24,0,0,179,201
Alan Bowman,77679,QB,TEXAS TECH,8,32.4,0,315,80.8,,60.0,0,0,0,0.0,0.0,,6,0,0,186,0,0,0,574,0,365,0,0,186,0
Chasz Wright,46839,T,PENN STATE,9,100.0,0,266,55.5,57.6,53.3,1,1,82,100.0,100.0,96.3,1,4,2,186,0,0,0,186,84,84,0,186,102,0
Will Craig,81605,T,CAL,9,100.0,0,130,62.1,69.9,59.0,0,5,98,100.0,100.0,95.4,2,7,2,185,0,0,185,185,101,101,0,0,84,0
Kaleb Fossum,33966,WR,NEVADA,13,30.6,2,239,70.3,63.9,75.3,0,0,1,0.2,0.2,100.0,4,0,0,185,0,0,0,605,1,420,0,0,184,1
Benny Snell Jr.,45954,HB,KENTUCKY,13,29.9,1,202,80.4,81.3,54.2,0,3,110,45.5,46.1,96.8,3,5,2,185,0,0,0,618,119,258,0,0,66,0
Tre Hartley,48132,WR,S JOSE ST,12,35.1,0,285,63.1,,64.5,0,0,0,0.0,0.0,,1,0,0,185,0,0,0,527,0,341,0,0,185,0
Isaiah Sanders,60319,QB,AIR FORCE,8,46.1,0,101,69.8,,60.0,0,0,0,0.0,0.0,,1,0,0,185,0,0,0,401,0,97,0,0,185,0
Jerome Jackson,60934,TE,LIBERTY,12,82.2,0,206,66.3,59.0,72.3,0,3,39,51.3,51.8,96.2,0,3,0,185,0,0,0,225,43,83,0,1,142,184
Nykeim Johnson,61692,WR,SYRACUSE,12,34.8,1,304,63.4,,64.9,0,0,0,0.0,0.0,,1,0,0,185,0,0,0,531,0,342,0,0,185,1
Mike Williams,84327,WR,NEBRASKA,12,44.2,0,238,52.4,,64.1,0,0,0,0.0,0.0,,2,0,0,185,0,0,0,419,0,234,0,0,185,0
Dylan Soehner,42375,TE,IOWA STATE,13,84.4,0,193,58.0,74.0,64.5,0,0,18,35.3,38.2,100.0,0,0,0,184,0,0,1,218,21,55,0,0,163,194
Brandon Heidecker,51619,G,TOLEDO,4,100.0,0,316,47.7,34.3,52.2,0,4,97,100.0,100.0,96.9,1,5,1,184,0,0,0,184,101,101,184,0,83,0
Jared Sparks,40215,WR,PURDUE,13,35.7,1,273,59.2,,83.0,0,0,0,0.0,0.0,,3,0,0,183,0,0,0,513,0,327,0,0,183,0
Calen Holt,50759,HB,ARMY,11,81.0,0,114,67.3,65.3,67.7,0,1,7,38.9,38.9,92.9,1,1,0,183,0,0,0,226,7,18,0,0,176,69
Kyle Spalding,40356,T,S DIEGO ST,3,100.0,0,284,61.3,60.3,59.4,1,4,89,100.0,100.0,97.2,0,5,0,183,0,0,0,183,95,95,0,183,88,0
Anthony Schwartz,84135,WR,AUBURN,13,45.2,0,115,65.3,,62.9,0,0,0,0.0,0.0,,0,0,0,183,0,0,0,405,0,195,0,0,183,0
Gentle Williams,38460,G,CAL,7,100.0,0,130,65.7,75.0,64.9,1,1,112,100.0,100.0,98.2,1,3,1,183,0,183,0,183,115,115,0,0,68,0
Jonah Morris,40336,WR,AKRON,12,37.4,0,102,61.0,,77.8,0,0,0,0.0,0.0,,1,0,0,183,0,0,0,489,0,305,0,0,183,0
Thomas Preston III,81767,G,N TEXAS,5,100.0,0,251,63.8,82.6,56.8,0,1,91,100.0,100.0,99.5,0,1,0,183,84,60,0,183,100,100,39,0,83,0
Zach Watts,75862,G,WYOMING,3,100.0,0,351,59.4,52.2,59.0,1,5,64,100.0,100.0,95.3,1,6,0,182,0,182,0,182,66,66,0,0,116,0
Derrion Grim,61264,WR,FRESNO ST,14,47.2,0,169,59.2,,67.5,0,0,0,0.0,0.0,,2,0,0,182,0,0,0,386,0,196,0,0,182,0
CJ Williams,57323,FB,NAVY,11,70.3,0,237,85.2,71.9,64.1,0,0,3,5.4,6.8,100.0,1,0,0,182,0,0,0,259,4,59,0,0,178,144
Trey Harrell,26944,WR,KENT STATE,12,36.6,0,201,55.8,,51.6,0,0,0,0.0,0.0,,2,0,0,181,0,0,0,495,0,312,0,0,181,0
Tucker Brown,36555,T,AUBURN,13,93.3,0,115,73.2,78.3,69.2,0,0,25,65.8,69.0,100.0,0,0,0,181,0,2,69,194,29,42,0,9,152,111
TJ Rahming,47767,WR,DUKE,13,29.8,0,154,72.8,,64.2,0,0,0,0.0,0.0,,0,0,0,181,0,0,0,608,0,418,0,0,181,0
Curtis Doyle,30726,G,W MICHIGAN,6,100.0,1,347,60.7,72.4,59.0,1,4,87,100.0,100.0,96.0,1,6,1,181,0,181,0,181,94,94,0,0,87,0
Ky'Jon Tyler,54563,WR,COAST CAR,11,46.6,0,141,68.8,62.1,58.7,0,0,1,0.5,0.5,100.0,1,0,0,181,0,0,0,388,1,205,0,0,180,0
Grant Calcaterra,60997,TE,OKLAHOMA,14,46.3,0,261,73.2,69.9,73.7,0,0,5,2.5,2.8,100.0,1,0,0,181,0,0,0,391,6,216,0,0,175,16
Angelo Owens,41947,G,MIDDLE TN,11,100.0,0,224,62.9,87.9,57.7,0,0,72,100.0,100.0,100.0,1,0,0,181,0,101,0,181,79,79,73,0,102,6
Stephen Sullivan,40411,WR,LSU,13,47.1,0,211,67.8,,48.1,0,0,0,0.0,0.0,,0,0,0,180,0,0,0,382,0,200,0,0,180,12
Dyami Brown,77986,WR,N CAROLINA,10,48.8,0,245,58.7,,61.3,0,0,0,0.0,0.0,,1,0,0,180,0,0,0,369,0,189,0,0,180,0
Lawrence Edwards,40718,G,GA SOUTHRN,9,100.0,0,174,61.0,55.8,60.2,1,3,32,100.0,100.0,93.7,0,4,0,180,0,0,0,180,34,34,178,0,146,2
Ian Bunting,47147,TE,CAL,13,37.5,1,130,45.6,56.8,57.2,0,1,19,6.3,6.3,97.4,2,1,0,180,0,0,0,480,20,320,0,0,160,283
Ja'Marr Chase,84270,WR,LSU,13,50.8,0,211,69.4,,67.8,0,0,0,0.0,0.0,,0,0,0,180,0,0,0,354,0,174,0,0,180,0
Drew Tejchman,61767,WR,UNLV,12,48.6,0,325,54.5,,54.9,0,0,0,0.0,0.0,,0,0,0,180,0,0,0,370,0,190,0,0,180,0
Jack Coan,60613,QB,WISCONSIN,5,60.0,0,349,41.4,,60.2,0,0,0,0.0,0.0,,0,0,0,180,0,0,0,300,0,112,0,0,180,0
Anthony McFarland Jr.,57289,HB,MARYLAND,12,45.2,0,215,79.2,79.9,56.2,0,2,57,40.7,41.8,98.2,0,2,0,180,0,0,0,398,61,146,0,0,119,36
Case Cook,59876,G,MISSOURI,8,100.0,0,229,52.5,74.3,52.2,1,1,63,100.0,100.0,96.8,5,3,1,179,12,129,0,179,72,72,38,0,107,0
Hunter Thedford,50645,TE,SMU,12,72.8,1,287,62.5,62.3,65.9,0,1,48,43.6,43.2,99.0,1,1,0,179,0,0,12,246,51,118,0,0,128,159
Dontae Strickland,45943,HB,SYRACUSE,13,40.5,0,304,67.0,77.0,51.4,1,2,115,47.1,46.8,95.2,2,7,4,179,0,0,0,442,123,263,0,0,56,0
Terrell Green,48172,WR,E CAROLINA,12,34.9,0,156,58.2,,73.0,0,0,0,0.0,0.0,,1,0,0,178,0,0,0,510,0,332,0,0,178,0
Kendrick Rogers,41228,WR,TEXAS A&M,12,43.4,0,312,75.6,,73.6,0,0,0,0.0,0.0,,0,0,0,178,0,0,0,410,0,232,0,0,178,0
Rafael Araujo-Lopes,47925,WR,PITTSBURGH,14,37.6,0,268,65.5,68.4,65.8,0,0,1,0.4,0.3,100.0,1,0,0,178,0,0,0,473,1,291,0,0,177,4
Tay Martin,61811,WR,WASH STATE,13,24.2,0,341,63.5,,66.8,0,0,0,0.0,0.0,,2,0,0,178,0,0,0,735,0,557,0,0,178,11
Jon'Vea Johnson,48082,WR,TOLEDO,13,40.0,0,316,70.7,,57.5,0,0,0,0.0,0.0,,1,0,0,178,0,0,0,445,0,267,0,0,178,0
Tyrone Owens,45969,HB,NEW MEXICO,12,34.9,0,241,66.8,41.6,60.3,0,6,88,39.6,39.1,96.6,2,6,0,178,0,0,0,510,93,238,0,0,85,1
Josh Palmer,62979,WR,TENNESSEE,12,41.3,0,307,65.0,,42.8,0,0,0,0.0,0.0,,2,0,0,178,0,0,0,431,0,248,0,0,178,1
James McHale,38880,T,TEMPLE,10,100.0,0,306,68.3,58.6,69.4,3,3,94,100.0,100.0,95.7,0,7,1,178,0,1,97,178,98,98,49,27,80,2
Ravian Pierce,61029,TE,SYRACUSE,10,58.6,0,304,57.6,78.7,63.7,0,0,34,23.3,23.6,100.0,3,0,0,178,0,0,0,304,39,165,0,1,139,191
Brayden Lenius,84022,TE,NEW MEXICO,11,78.0,0,241,57.6,41.5,55.7,0,2,24,33.8,35.1,95.8,0,2,0,177,0,0,0,227,27,77,0,0,150,146
Luke Doerger,41758,G,TOLEDO,5,100.0,0,316,63.8,72.8,61.0,1,2,68,100.0,100.0,97.8,1,3,0,177,20,19,0,177,70,70,138,0,107,0
Kendall Baker,27757,G,GEORGIA,9,100.0,0,173,67.2,60.9,66.3,1,3,58,100.0,100.0,94.8,0,5,1,177,0,28,56,177,61,61,74,18,116,1
Tim Jones,61669,WR,SO MISS,11,35.1,0,296,69.3,64.4,53.1,0,0,1,0.3,0.3,100.0,1,0,0,177,0,0,0,504,1,325,0,0,176,0
Joseph Saucier,83600,FB,AIR FORCE,11,61.0,0,101,67.1,69.2,55.9,0,0,1,1.5,1.4,100.0,2,0,0,177,0,0,0,290,1,70,0,0,176,137
Davis Koppenhaver,47204,TE,DUKE,13,65.6,0,154,62.7,53.4,63.6,0,1,33,27.3,26.8,98.5,0,1,0,177,0,0,0,270,34,127,0,0,143,91
