player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brian Lewerke,34412,QB,MICH STATE,13,70.6,418,437,8.1,2.46,4,19,4.1,59.7,261,0,134,11.5,480,34,159,223,66.7,68.4,68.9,56.3,3,13,506,2,14.2,81.7,4.0,19,22,1,11,17,16,3.2,3070,7.0
Justin Herbert,28237,QB,OREGON,14,75.4,422,433,8.8,2.6,3,21,4.7,66.1,286,1,108,10.1,474,32,177,264,50.5,82.7,84.1,51.1,2,6,493,6,19.4,109.4,4.4,21,19,2,4,32,15,3.0,3470,8.0
Stephen Calvert,46556,QB,LIBERTY,13,66.7,414,433,10.8,2.64,6,24,5.3,57.5,249,0,156,9.8,468,27,168,206,48.1,72.6,76.2,28.0,2,7,492,6,15.4,100.6,5.1,24,11,1,10,28,20,4.1,3715,8.6
Zach Smith,25631,QB,TULSA,12,70.7,403,430,10.3,2.57,11,18,4.0,57.2,246,1,175,13.7,496,39,140,320,25.4,67.8,70.9,38.4,10,9,521,4,24.0,87.5,8.5,42,24,0,6,19,24,4.6,3279,7.6
Sam Howell,97599,QB,N CAROLINA,13,74.6,389,423,11.6,2.72,6,30,6.7,61.0,258,0,147,11.0,485,32,175,245,47.6,82.0,83.3,53.0,6,7,511,3,25.2,111.8,7.6,37,22,1,21,38,18,3.5,3638,8.6
Brady White,25506,QB,MEMPHIS,14,71.8,404,423,10.3,2.53,4,21,4.7,63.6,269,0,118,7.2,464,21,167,218,33.3,73.4,75.6,44.2,0,11,490,4,21.2,109.8,5.4,25,15,2,13,33,21,4.3,4014,9.5
Kellen Mond,60556,QB,TEXAS A&M,13,71.6,395,421,9.0,2.74,7,13,2.9,61.3,258,0,185,8.8,480,25,160,312,51.0,76.7,73.2,72.3,6,9,509,7,15.7,88.8,6.0,29,30,0,13,20,14,2.8,2897,6.9
Anthony Russo,40108,QB,TEMPLE,13,68.1,407,419,9.3,2.17,5,30,6.8,58.7,246,0,94,11.2,444,31,132,306,59.8,72.7,71.5,57.2,0,12,465,2,18.1,84.2,3.8,17,6,0,7,21,22,4.7,2861,6.8
Mason Fine,46629,QB,N TEXAS,12,70.5,386,413,9.1,2.48,8,21,4.9,61.7,255,0,138,6.3,451,17,142,251,38.9,77.3,78.6,48.7,1,9,470,3,18.8,99.0,5.8,26,10,0,18,29,16,3.4,3087,7.5
Trevor Lawrence,77632,QB,CLEMSON,15,74.4,387,410,10.1,2.68,8,30,6.9,65.4,268,0,116,6.9,457,20,173,140,77.5,91.1,86.2,84.6,3,8,484,1,16.4,114.9,4.2,19,26,2,10,36,15,3.1,3664,8.9
Jon Wassink,34650,QB,W MICHIGAN,13,65.6,393,409,10.4,2.47,6,19,4.4,58.9,241,0,94,6.6,453,17,142,347,56.0,72.5,69.8,64.8,0,8,480,2,17.0,90.9,3.5,16,28,0,10,20,16,3.3,3094,7.6
Jacob Eason,46444,QB,WASHINGTON,13,74.9,390,407,9.3,2.63,3,23,5.4,64.1,261,0,116,10.6,436,31,145,340,61.1,84.3,81.4,69.8,0,8,455,3,19.0,98.3,5.0,22,7,1,13,23,12,2.6,3143,7.7
Ryan Hilinski,71295,QB,S CAROLINA,11,69.4,382,407,7.1,2.29,12,5,1.2,58.0,236,0,100,10.9,435,29,116,289,59.1,60.8,60.8,52.6,3,5,453,2,19.0,78.4,4.4,19,6,1,9,11,11,2.4,2357,5.8
Steven Montez,46465,QB,COLORADO,12,73.9,371,406,8.3,2.9,2,14,3.3,62.8,255,0,140,6.9,447,19,136,143,69.0,73.4,71.8,64.1,2,10,473,4,14.3,86.9,4.5,20,20,1,30,17,15,3.2,2809,6.9
Jack Abraham,40557,QB,SO MISS,13,76.9,390,406,7.7,2.48,4,14,3.3,67.5,274,0,159,8.7,450,26,156,296,33.2,78.0,77.6,62.2,4,15,469,6,12.6,94.4,4.4,20,22,0,8,19,22,4.7,3500,8.6
Mike Glass III,60369,QB,E MICHIGAN,12,76.3,388,404,9.2,2.45,4,24,5.5,66.3,268,2,115,9.5,449,28,155,160,67.3,81.9,82.7,64.2,1,11,480,4,13.0,98.5,3.3,15,29,1,10,24,14,2.9,3173,7.9
Ian Book,40216,QB,NOTRE DAME,13,73.6,364,402,9.0,2.97,9,22,5.2,59.7,240,0,131,10.4,463,28,158,258,65.6,77.9,76.2,66.6,2,6,487,3,10.7,105.3,3.0,14,47,0,27,34,14,2.9,3035,7.5
Nate Stanley,46565,QB,IOWA,13,69.8,377,402,9.5,2.7,4,28,6.6,58.7,236,0,126,10.3,438,27,139,192,82.1,87.6,82.0,80.8,4,7,461,4,17.5,87.6,5.0,22,12,1,16,16,9,2.0,2949,7.3
Dillon Gabriel,86272,QB,UCF,13,67.8,385,398,11.9,2.35,3,30,7.1,59.0,235,0,111,10.0,424,26,129,323,69.4,81.4,80.3,63.3,3,7,448,4,18.0,106.5,4.7,20,6,0,7,29,7,1.6,3653,9.2
Caleb Evans,41292,QB,LA MONROE,12,72.7,374,393,9.2,2.51,4,13,3.2,61.1,240,0,131,11.8,429,32,144,209,75.3,89.5,81.6,82.6,4,10,449,4,9.9,91.3,3.0,13,23,1,10,21,13,2.9,2931,7.5
Kedon Slovis,100580,QB,USC,12,81.1,366,392,8.7,2.75,11,20,4.8,71.9,282,0,121,5.1,434,15,164,326,32.9,78.8,80.8,42.2,7,9,456,1,19.8,115.1,5.5,24,18,0,8,30,21,4.6,3496,8.9
Charlie Brewer,60344,QB,BAYLOR,14,74.0,365,390,9.8,2.96,8,21,5.0,64.4,251,1,163,7.0,462,19,150,118,65.4,80.5,75.7,74.4,5,7,494,4,18.4,99.9,6.5,30,42,0,12,21,20,4.0,3154,8.1
Jake Fromm,60389,QB,GEORGIA,14,67.9,365,386,10.3,2.62,5,24,5.8,60.6,234,0,88,5.6,416,14,141,173,73.6,86.5,86.9,52.6,5,5,445,3,17.0,98.7,3.6,15,15,1,10,24,7,1.6,2855,7.4
Levi Lewis,60428,QB,LA LAFAYET,14,76.2,349,385,9.4,2.83,3,16,3.9,63.9,246,0,118,7.5,429,20,166,207,36.4,72.1,73.4,54.5,1,4,450,4,11.0,107.0,3.0,13,30,2,30,26,16,3.6,3092,8.0
Shea Patterson,40688,QB,MICHIGAN,13,65.3,363,384,10.9,2.77,5,20,4.8,55.2,212,0,116,10.5,431,25,145,222,24.0,72.7,75.4,48.1,2,8,465,3,19.0,92.6,5.1,22,21,2,12,23,19,4.1,3058,8.0
Bo Nix,97790,QB,AUBURN,13,67.7,353,382,9.4,2.67,3,17,4.3,56.8,217,0,99,9.2,422,22,129,115,30.1,63.1,64.4,55.2,1,6,439,4,16.2,84.5,3.8,16,23,3,22,16,18,4.1,2538,6.6
Carson Strong,83524,QB,NEVADA,10,72.6,350,375,9.1,2.69,4,13,3.3,63.2,237,0,147,6.7,427,17,118,239,51.5,61.7,65.4,44.6,6,7,443,6,15.6,82.7,5.4,23,28,1,14,11,12,2.7,2336,6.2
Ryan Agnew,33451,QB,S DIEGO ST,12,74.1,343,374,8.1,2.96,10,8,2.1,62.6,234,0,123,7.9,424,20,134,284,68.3,80.5,77.4,70.3,2,6,441,2,16.3,87.4,4.7,20,27,1,18,14,9,2.0,2462,6.6
Carter Stanley,13634,QB,KANSAS,12,68.3,357,372,10.4,2.53,1,20,5.1,61.0,227,0,116,7.0,406,17,123,198,29.4,65.2,63.1,62.1,6,11,427,0,19.0,92.0,5.4,22,10,1,7,24,26,6.1,2665,7.2
Jorge Reyna,60384,QB,FRESNO ST,12,74.8,353,370,8.7,2.67,7,16,4.1,65.4,242,0,139,8.3,425,22,142,169,51.7,65.4,65.0,58.7,5,11,450,0,17.3,87.9,5.6,24,28,0,5,15,18,4.0,2682,7.2
J'mar Smith,27005,QB,LA TECH,11,72.0,350,370,8.3,2.65,5,20,5.1,64.1,237,0,121,6.0,422,15,148,208,62.5,82.8,82.3,65.1,2,5,447,3,21.5,99.6,6.2,26,26,1,12,18,8,1.8,2979,8.1
Drew Plitt,39879,QB,BALL ST,12,72.3,350,370,8.3,2.78,4,15,3.8,64.3,238,0,149,5.9,436,15,150,117,41.4,66.2,63.6,63.4,3,7,461,2,20.1,102.2,6.9,30,33,1,12,24,19,4.1,2912,7.9
Jett Duffey,41634,QB,TEXAS TECH,10,73.8,347,367,8.5,2.74,8,23,5.9,65.1,239,0,106,6.6,420,17,135,315,65.6,87.1,89.5,55.0,3,5,444,2,15.1,99.2,3.8,16,36,0,9,18,12,2.7,2838,7.7
Dorian Thompson-Robinson,83574,QB,UCLA,11,69.3,335,365,8.1,2.94,4,10,2.6,59.2,216,0,170,6.9,443,16,146,324,26.8,66.5,61.1,71.0,0,12,459,3,19.4,87.7,7.4,33,45,0,26,21,23,5.0,2700,7.4
Zac Thomas,39989,QB,APP STATE,14,72.0,339,360,10.0,2.54,10,16,4.3,62.5,225,0,108,7.8,410,19,143,108,82.9,72.2,66.8,75.7,4,6,427,3,15.7,104.6,4.1,17,31,0,7,28,19,4.4,2716,7.5
Quentin Harris,26084,QB,DUKE,12,67.7,334,359,8.7,2.25,8,10,2.7,57.9,208,0,123,8.0,416,18,106,154,52.7,56.2,53.4,61.4,4,11,431,3,24.4,76.5,7.2,30,25,2,11,16,17,3.9,2072,5.8
Jake Luton,17287,QB,OREGON ST,11,74.1,321,359,9.0,2.67,11,19,5.1,61.8,222,0,90,6.7,389,16,134,265,79.3,88.5,86.9,66.8,0,3,404,2,24.4,107.6,5.7,22,8,0,27,28,9,2.2,2714,7.6
Jamie Newman,44948,QB,WAKE,12,71.1,343,359,11.1,2.9,5,22,5.9,61.0,219,0,118,10.2,416,25,138,339,65.3,85.1,85.7,66.1,8,11,436,2,19.5,97.6,5.5,23,32,0,3,26,11,2.5,2873,8.0
James Morgan,25694,QB,FIU,12,70.1,345,357,9.9,2.52,3,14,3.8,58.0,207,0,96,14.5,376,35,122,166,33.7,66.4,69.1,39.9,2,5,388,2,13.5,87.4,3.5,13,5,0,7,14,18,4.6,2550,7.1
Dan Ellington,82121,QB,GA STATE,13,71.3,331,356,9.3,2.78,5,13,3.4,63.5,226,0,129,4.2,408,10,137,175,66.0,73.5,71.5,65.0,3,8,431,2,15.5,94.9,4.9,20,32,1,16,22,13,3.0,2448,6.9
Justin Fields,82118,QB,OHIO STATE,14,75.9,332,356,12.6,3.18,2,33,8.7,66.9,238,0,140,5.6,430,14,180,260,42.4,91.5,92.4,60.9,2,3,457,2,22.1,131.0,7.2,31,42,2,18,41,11,2.4,3273,9.2
Kyle Trask,39987,QB,FLORIDA,12,75.4,337,355,8.6,2.48,6,9,2.4,66.8,237,0,120,6.7,389,17,146,163,60.7,69.9,66.4,68.3,4,7,416,3,19.2,107.5,5.9,23,11,1,7,25,22,5.3,2941,8.3
Ty Storey,35344,QB,W KENTUCKY,10,79.7,325,346,7.6,2.5,4,14,3.9,69.7,241,0,90,6.9,383,18,131,346,53.5,78.9,71.9,76.3,6,7,396,1,21.1,96.1,5.0,19,17,1,10,14,15,3.8,2570,7.4
Isaiah Green,60442,QB,MARSHALL,13,68.4,316,343,10.5,2.89,1,18,4.9,55.1,189,1,127,12.5,390,27,100,214,65.6,66.9,64.4,66.0,1,11,416,5,18.1,79.0,5.9,23,20,4,21,15,17,4.1,2448,7.1
Max Duggan,99470,QB,TCU,12,67.0,309,341,10.8,3.03,11,14,3.9,53.4,182,0,148,12.1,413,25,115,305,52.3,67.1,57.0,77.5,7,10,430,2,18.2,74.4,6.5,27,40,3,11,15,15,3.5,2075,6.1
Jalen Hurts,40291,QB,OKLAHOMA,14,76.9,316,341,11.3,3.42,6,18,5.1,69.5,237,0,152,2.5,425,6,189,261,47.2,91.8,90.1,79.8,7,8,443,0,15.1,128.5,5.4,23,59,0,12,32,13,2.9,3849,11.3
Patrick O'Brien,40273,QB,COLO STATE,11,72.9,317,341,9.7,2.71,3,15,4.2,61.6,210,0,119,9.1,379,21,126,144,52.3,72.4,73.8,51.9,4,7,398,3,20.2,91.8,6.3,24,14,2,15,13,14,3.5,2804,8.2
Jack Coan,60613,QB,WISCONSIN,14,78.4,320,340,7.5,2.49,4,12,3.4,69.4,236,0,91,6.0,373,15,137,349,66.0,78.5,77.0,64.1,6,5,384,1,23.1,104.7,5.6,21,12,1,9,18,14,3.6,2714,8.0
Jayden Daniels,97993,QB,ARIZONA ST,12,72.4,312,339,8.7,2.77,7,15,4.2,60.5,205,0,146,9.3,441,21,132,110,44.6,66.7,67.8,58.9,3,2,461,5,24.0,102.9,7.9,35,67,1,16,17,11,2.4,2943,8.7
Tommy DeVito,60545,QB,SYRACUSE,12,72.4,304,336,8.5,2.74,3,11,3.1,62.5,210,0,153,4.5,428,10,113,304,59.2,52.4,58.4,40.9,0,5,446,7,30.1,95.8,10.7,46,43,0,29,19,11,2.5,2334,6.9
Asher O'Hara,78529,QB,MIDDLE TN,12,70.2,319,332,9.2,2.79,3,16,4.5,62.3,207,1,137,7.6,416,17,141,224,59.4,80.4,65.4,86.1,2,8,446,1,18.2,96.4,6.0,25,57,0,8,20,15,3.4,2575,7.8
Nathan Rourke,60504,QB,OHIO,13,70.1,311,330,11.6,2.99,3,18,5.2,60.6,200,0,121,8.3,364,18,135,259,52.1,86.7,78.0,82.1,8,5,384,4,15.7,102.1,5.2,19,13,1,7,20,14,3.6,2820,8.5
Desmond Ridder,55086,QB,CINCINNATI,13,66.8,304,326,11.7,2.79,3,19,5.6,54.9,179,0,127,11.8,392,24,116,138,54.4,72.2,65.0,75.1,1,9,410,4,21.3,82.5,6.9,27,38,1,17,18,14,3.4,2169,6.7
Tanner Morgan,55239,QB,MINNESOTA,13,74.3,304,321,12.1,2.74,8,16,4.7,65.7,211,1,121,6.6,367,15,152,225,44.7,85.5,89.1,45.6,3,7,388,3,25.6,121.1,8.4,31,15,1,5,30,16,4.1,3252,10.1
Sean Clifford,51708,QB,PENN STATE,12,72.7,297,321,10.7,2.67,6,11,3.2,58.6,188,0,124,13.0,379,28,136,266,51.6,71.2,69.3,64.5,3,7,399,2,18.5,100.1,6.1,23,32,2,13,23,12,3.0,2654,8.3
Zach Wilson,82096,QB,BYU,9,70.5,298,320,10.5,2.9,8,17,5.1,61.6,197,0,98,6.2,358,13,116,128,65.9,76.2,72.5,70.4,1,9,373,1,20.4,84.0,5.6,20,18,2,11,11,15,4.0,2372,7.4
Brett Gabbert,97404,QB,MIAMI OH,14,65.7,300,318,11.7,2.61,1,18,5.5,55.0,175,0,104,11.2,374,22,108,221,67.7,64.5,65.1,56.1,1,8,389,4,24.0,80.7,6.7,25,29,0,16,11,14,3.6,2423,7.6
Justin McMillan,39359,QB,TULANE,13,66.6,305,317,11.1,2.93,1,13,4.0,57.7,183,0,152,9.9,395,20,134,319,58.8,70.6,57.9,78.8,1,10,408,2,17.1,87.0,6.6,26,52,0,10,17,23,5.6,2444,7.7
Layne Hatcher,82068,QB,ARK STATE,10,75.2,286,311,11.5,2.71,8,26,7.8,65.9,205,0,105,4.7,370,10,128,113,52.1,85.7,90.0,48.6,2,10,398,3,30.5,112.1,8.6,32,27,0,15,27,13,3.3,2952,9.5
Dustin Crum,60418,QB,KENT STATE,13,80.2,293,311,8.8,2.84,3,22,6.5,69.5,216,0,147,8.1,413,19,139,201,66.1,91.7,90.9,75.2,2,2,447,0,26.5,113.6,9.4,39,62,0,13,20,3,0.7,2606,8.4
Kenyon Oblad,83576,QB,UNLV,11,64.9,296,311,10.2,2.44,4,14,4.3,54.0,168,0,80,12.5,339,24,89,325,43.1,66.9,68.0,49.0,4,9,350,1,21.3,82.5,5.0,17,10,1,6,18,12,3.4,2104,6.8
Austin Kendall,40056,QB,W VIRGINIA,9,71.0,293,304,8.0,2.4,4,9,2.8,61.5,187,1,82,10.1,331,21,93,343,79.1,66.2,65.4,62.1,2,10,347,4,14.6,80.1,3.6,12,14,0,5,12,12,3.5,1989,6.5
Peyton Ramsey,40186,QB,INDIANA,11,75.4,280,300,9.1,2.8,3,14,4.4,67.7,203,0,124,3.8,361,8,122,190,67.9,86.4,81.3,76.4,0,5,382,2,21.0,100.0,7.2,26,31,1,16,13,7,1.8,2448,8.2
Tyler Huntley,46448,QB,UTAH,14,82.6,288,300,9.1,3.07,5,18,5.7,72.3,217,0,153,8.8,370,21,136,328,74.2,90.0,89.0,70.1,1,4,392,4,16.3,120.2,6.8,25,44,0,6,19,6,1.5,3048,10.2
Skylar Thompson,60417,QB,KANSAS ST,13,72.0,275,297,10.8,3.24,0,27,8.7,59.6,177,0,132,10.6,361,21,129,199,30.1,80.6,80.3,66.1,3,5,376,4,17.4,90.7,6.4,23,39,1,18,12,14,3.7,2315,7.8
Quinten Dormady,35426,QB,C MICHIGAN,10,75.3,275,295,8.4,2.6,4,4,1.3,64.4,190,1,102,8.2,324,17,107,134,40.5,58.3,59.7,47.2,0,9,337,2,15.7,91.6,4.9,16,11,1,15,14,21,6.2,2321,7.9
Kelly Bryant,34897,QB,MISSOURI,10,73.3,273,295,7.8,3.23,6,8,2.5,61.4,181,0,106,9.5,351,19,104,229,54.5,68.7,65.3,65.8,3,6,374,4,18.9,93.0,5.7,20,35,0,13,15,7,1.9,2215,7.5
Chris Reynolds,60361,QB,CHARLOTTE,13,71.6,271,293,10.1,2.81,5,15,4.7,61.4,180,0,116,7.2,333,14,123,136,56.1,81.8,73.0,77.5,2,11,359,2,15.5,99.0,5.4,18,21,2,13,22,13,3.6,2556,8.7
James Blackman,60382,QB,FLORIDA ST,12,71.0,279,292,10.0,2.72,4,12,3.8,63.0,184,1,138,7.1,351,14,98,167,28.5,62.7,63.6,53.1,2,11,373,2,21.7,91.6,8.5,30,25,0,7,17,19,5.1,2332,8.0
Ross Bowers,38380,QB,N ILLINOIS,9,69.3,270,287,8.3,2.61,5,13,4.3,57.5,165,0,91,11.8,314,22,93,254,44.9,58.4,59.4,52.3,3,8,327,1,20.9,77.3,6.1,19,5,0,9,7,13,4.0,2120,7.4
Kato Nelson,40264,QB,AKRON,10,66.9,257,284,9.2,2.99,8,9,3.0,53.5,152,1,168,11.6,380,20,94,102,34.3,57.5,58.6,58.5,6,6,397,6,25.6,77.6,11.3,43,50,1,12,11,14,3.5,1829,6.4
Jarren Williams,77629,QB,MIAMI FL,12,73.5,257,277,9.0,2.97,3,11,3.8,61.0,169,0,131,10.6,336,20,109,220,30.4,59.8,61.2,56.0,4,7,351,6,25.2,98.2,9.8,33,24,0,13,19,21,6.0,2187,7.9
Brandon Peters,40416,QB,ILLINOIS,11,67.5,249,277,9.6,2.73,9,17,5.8,54.5,151,0,105,10.1,325,17,100,187,29.0,66.3,67.6,56.6,5,8,342,4,21.0,85.3,6.8,22,24,1,13,18,19,5.6,1871,6.8
Khalil Tate,40237,QB,ARIZONA,11,70.2,242,268,9.4,2.97,1,15,5.4,60.1,161,0,86,5.3,323,9,104,109,64.3,75.8,71.6,70.2,1,11,335,0,23.3,82.9,6.2,20,31,1,23,14,11,3.3,1957,7.3
Jack Zergiotis,97603,QB,UCONN,10,63.9,249,260,8.9,2.62,8,11,4.0,57.7,150,0,102,5.7,293,9,79,146,27.3,45.3,45.2,53.4,1,11,306,2,21.6,72.6,7.5,22,10,0,2,9,15,4.9,1782,6.9
Jarrett Guarantano,40771,QB,TENNESSEE,13,67.3,245,258,11.3,2.9,7,13,4.7,58.9,152,0,101,7.9,297,13,102,307,51.6,68.6,69.6,54.0,2,8,317,2,14.9,93.8,5.1,15,23,0,4,16,9,2.8,2158,8.4
Riley Neal,35543,QB,VANDERBILT,11,68.7,233,257,7.0,2.8,5,5,1.9,57.2,147,0,104,8.1,290,13,59,333,61.9,55.0,52.4,66.6,1,5,302,4,17.3,78.7,6.2,18,13,0,18,9,13,4.3,1567,6.1
Adrian Martinez,83522,QB,NEBRASKA,10,69.8,235,252,8.1,2.95,4,3,1.2,59.1,149,0,94,9.1,316,15,96,238,36.8,52.3,47.2,62.6,1,9,326,3,23.4,82.2,7.0,22,39,0,12,10,18,5.5,1963,7.8
Tua Tagovailoa,60326,QB,ALABAMA,9,79.0,243,252,8.7,2.69,3,15,5.6,71.4,180,0,60,6.3,275,12,115,103,65.5,90.3,90.3,56.5,0,3,290,2,16.7,143.2,3.6,10,11,0,6,33,6,2.1,2838,11.3
Tyler Johnston III,60570,QB,UAB,11,67.5,243,250,13.4,2.57,3,28,10.9,58.8,147,0,92,10.4,277,17,99,321,59.8,79.3,82.4,56.7,2,15,285,1,15.2,86.1,5.1,14,13,2,0,17,22,7.7,2238,9.0
Spencer Sanders,77660,QB,OKLA STATE,10,68.4,237,248,10.5,2.91,3,13,4.9,62.5,155,0,95,4.3,301,7,96,262,50.9,64.7,58.0,68.2,1,11,323,2,14.7,91.9,4.7,14,39,1,6,16,12,3.7,2064,8.3
Davis Mills,52269,QB,STANFORD,8,70.9,237,244,9.0,2.42,1,12,4.6,64.8,158,0,61,6.0,271,10,94,300,67.3,70.7,72.4,51.6,1,5,287,5,21.3,95.9,4.8,13,14,3,2,11,9,3.1,1954,8.0
Jack Plummer,83543,QB,PURDUE,7,72.1,219,242,7.9,2.83,5,11,4.4,59.5,144,0,98,8.9,281,14,82,273,61.1,67.9,66.6,62.0,3,8,291,1,21.4,80.6,7.5,21,18,0,15,11,9,3.1,1603,6.6
Tyler Vitt,83566,QB,TEXAS ST,9,72.0,211,231,8.0,2.67,2,12,5.0,63.2,146,0,94,3.9,254,6,65,314,62.4,75.5,73.9,67.0,5,14,263,2,13.8,74.1,5.1,13,7,0,13,11,10,3.8,1594,6.9
Jordan McCloud,101058,QB,USF,12,63.3,215,227,11.1,3.07,2,10,4.2,54.6,124,0,112,8.8,297,12,73,327,56.1,56.4,54.4,61.9,2,8,313,5,26.8,76.7,10.1,30,39,0,8,12,10,3.2,1426,6.3
Hank Bachmeier,101284,QB,BOISE ST,8,72.7,205,223,11.1,2.79,1,15,6.4,61.4,137,0,102,8.1,256,12,88,120,43.5,68.1,69.3,54.6,8,6,268,2,14.7,90.6,5.9,15,16,1,8,9,13,4.9,1878,8.4
Chase Garbers,60356,QB,CAL,9,73.1,193,217,10.9,3.19,8,15,6.4,60.4,131,0,93,7.1,282,10,96,130,58.2,77.8,76.6,66.2,1,3,303,3,26.9,102.1,8.9,25,39,0,15,14,8,2.6,1770,8.2
Devin Leary,77628,QB,NC STATE,8,59.8,194,212,9.9,2.67,5,9,4.1,48.1,102,1,70,12.1,242,14,64,248,31.7,55.9,57.2,52.0,5,5,249,2,15.7,68.8,4.5,11,19,0,8,8,11,4.4,1217,5.7
Josh Jackson,40482,QB,MARYLAND,10,62.8,180,209,8.4,2.6,8,6,2.7,47.4,99,0,109,12.4,251,14,61,215,49.6,43.3,40.7,61.2,4,6,264,2,22.9,74.2,10.0,25,15,0,17,12,13,4.9,1278,6.1
Gresch Jensen,24735,QB,TEXAS ST,6,73.3,191,207,7.4,2.54,0,5,2.3,62.3,129,0,84,7.9,225,11,60,314,43.9,61.9,58.1,74.3,3,6,237,1,16.7,76.2,6.2,14,3,0,13,5,11,4.6,1300,6.3
Grant Loy,40276,QB,BOWL GREEN,12,70.1,184,206,6.7,2.87,2,3,1.4,55.8,115,1,91,10.9,227,14,60,122,67.9,59.3,46.6,73.5,2,11,235,3,9.9,59.1,4.0,9,12,3,15,6,11,4.7,1137,5.5
