player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,13,20,0,65.5,0,2,289,69.7,70.7,54.6,81.5,67.1,64.8,1,1,5,61,16.5,19,2,1,108.8,19,2,306,3,369,792,9,0,0,9,0,325,783,10,413,149,26,76,29,4,6,368,168,19.4
Mark Williams,21922,CB,LA MONROE,7,2,0,81.8,0,1,209,70.1,69.6,82.8,55.6,62.8,43.9,0,0,1,55,24.2,8,2,1,95.3,18,0,12,288,196,303,3,0,0,3,0,0,300,2,105,0,9,23,22,0,1,171,62,9.5
Devin Taylor,22317,CB,BOWL GREEN,12,7,0,46.7,0,1,122,70.0,69.5,24.9,53.0,72.9,65.4,1,2,2,83,14.6,7,9,7,60.1,21,0,39,729,357,803,22,0,0,22,0,2,781,8,438,11,14,34,45,3,1,327,133,15.6
Cortez Davis,22974,CB,HAWAII,13,9,0,52.1,0,2,180,64.7,63.9,88.3,64.1,55.2,58.6,1,2,1,44,15.5,9,15,5,79.9,49,1,64,905,575,1043,39,0,0,39,0,1,1004,17,451,33,11,40,94,4,4,556,252,11.3
Dru Prox,23093,LB,UTSA,9,2,0,57.1,0,1,331,53.4,66.4,76.7,86.8,67.8,76.6,2,3,0,40,5.9,1,1,0,132.7,4,1,142,0,67,145,0,0,0,0,0,0,145,11,67,3,9,14,7,6,1,73,41,18.3
Reggie Stubblefield,23441,S,KANSAS ST,12,5,1,81.1,0,0,199,58.3,63.9,48.3,65.7,72.2,46.6,1,6,0,21,21.8,12,1,2,107.8,30,1,189,2,245,501,54,0,0,54,0,2,447,52,204,254,26,38,37,8,2,205,158,6.8
Mikel Horton,23509,DI,CHARLOTTE,7,5,0,,1,0,136,60.0,71.4,56.2,73.1,67.9,69.8,3,10,0,,4.2,1,0,1,0.0,0,1,0,0,0,302,302,65,235,0,2,0,0,155,147,0,15,18,0,14,0,0,0,
Colby Burton,23898,CB,HAWAII,6,0,0,100.0,0,0,180,60.0,62.6,79.6,57.2,72.4,83.5,0,0,0,22,0.0,0,0,1,109.7,6,0,4,94,58,116,0,0,0,0,0,0,116,2,56,18,3,8,6,0,0,62,18,10.3
Darion Dunn,23963,CB,TEXAS,11,4,0,56.0,0,1,311,75.0,74.0,15.8,56.3,71.7,69.7,0,0,0,52,12.0,3,2,1,89.6,14,0,22,284,171,314,5,0,0,5,0,0,309,6,137,3,4,18,25,0,1,165,40,11.8
Darren Evans,24171,CB,LSU,12,4,0,68.8,0,0,211,64.7,64.6,84.2,68.2,59.5,60.6,1,2,0,24,17.9,5,3,1,121.7,22,0,37,379,253,471,2,0,0,2,0,10,469,4,214,43,3,19,32,3,3,239,110,10.9
Alvinoski LaFleur,24504,S,E MICHIGAN,11,5,0,65.2,0,0,160,56.0,59.0,86.0,76.5,59.6,51.9,0,1,0,44,20.0,12,0,0,92.1,15,2,322,8,291,551,4,0,0,4,0,72,547,7,253,145,18,43,23,3,0,197,94,13.1
Luc Bequette,25776,DI,CAL,11,10,5,,0,0,130,55.3,52.8,83.8,66.2,44.5,47.8,3,10,0,,18.2,8,0,0,0.0,0,3,1,0,8,537,536,25,421,1,89,0,1,294,235,0,19,26,0,16,0,0,0,
Jeremiah Moon,26453,LB,FLORIDA,10,7,0,62.5,0,1,163,57.1,63.5,88.2,68.5,62.2,74.9,1,12,0,32,11.8,6,0,0,81.3,5,2,198,2,130,416,192,0,2,190,0,0,224,92,194,24,22,38,8,15,0,52,43,10.4
Demario McCall,28012,CB,OHIO STATE,6,3,0,50.0,0,0,260,69.9,71.0,77.7,,70.0,82.5,0,0,0,10,0.0,0,1,0,56.3,3,0,5,67,45,79,0,0,0,0,0,1,79,0,34,4,2,4,6,0,0,14,8,4.7
Brenden Schooler,28253,S,TEXAS,11,7,0,61.1,0,1,311,75.9,69.7,23.7,77.0,53.7,69.2,0,0,0,20,14.0,7,1,1,76.9,11,1,72,6,184,375,4,0,0,4,0,234,371,2,189,59,9,36,18,1,0,103,41,9.4
Richard Moore,28853,LB,SMU,11,9,0,81.8,0,0,287,56.5,57.4,0.0,77.3,55.0,49.3,12,5,0,46,21.1,8,0,4,158.3,9,1,343,0,165,354,2,0,0,2,0,0,352,52,137,9,19,21,11,18,2,183,156,20.3
Jack Jones,29050,CB,ARIZONA ST,11,4,0,66.0,0,3,110,78.8,79.4,46.5,92.5,69.0,59.7,0,0,3,44,14.8,8,5,2,86.3,33,1,40,577,351,661,2,0,0,2,0,2,659,1,309,40,14,42,50,1,3,410,108,12.4
Adeeb Atariwa,30482,ED,VIRGINIA,2,2,0,,0,0,335,,68.5,76.2,63.1,67.7,53.7,0,1,0,,20.0,1,0,0,0.0,0,0,0,0,0,38,38,0,14,15,9,0,0,16,22,0,2,2,0,1,0,0,0,
Marshaun Cameron,30624,CB,COLO STATE,12,9,0,55.1,0,0,144,47.1,52.0,46.7,64.2,71.7,85.1,0,2,1,93,4.4,2,3,9,121.2,27,0,71,540,305,630,8,0,0,8,0,1,622,4,321,9,10,34,49,2,10,495,162,18.3
Brian Cavicante,33444,LB,MARSHALL,9,11,0,80.0,0,0,214,43.4,65.3,82.0,76.1,77.6,67.5,0,2,0,23,12.0,3,1,1,100.8,4,1,167,0,68,172,2,0,0,2,0,0,170,12,92,3,5,11,5,3,0,41,33,10.3
Brock Nichols,33753,S,USF,8,1,0,28.6,0,0,327,71.0,70.9,80.5,60.0,68.2,84.9,0,0,1,5,0.0,0,0,0,0.0,2,0,65,3,79,153,0,0,0,0,0,58,153,1,73,27,3,6,7,0,0,9,3,4.5
Meiko Dotson,33902,CB,FLORIDA ST,6,0,0,63.6,0,1,167,63.5,63.0,79.8,55.2,61.1,71.2,0,0,0,59,8.3,1,0,0,133.9,7,0,6,127,66,141,0,0,0,0,0,3,141,2,73,5,4,11,11,0,1,128,38,18.3
Denzel Feaster,34561,LB,UTSA,14,9,0,75.0,0,1,331,48.2,50.5,81.5,55.0,54.7,57.6,0,0,0,16,16.3,7,0,0,93.2,6,0,299,0,142,307,1,0,0,1,0,0,306,17,148,7,14,27,8,0,0,55,12,9.2
Ferrod Gardner,34595,LB,LA LAFAYET,11,15,0,66.7,0,0,207,43.4,62.2,48.6,65.5,76.2,64.1,3,12,1,30,16.3,13,4,1,77.8,24,3,496,0,253,576,8,0,0,8,0,0,568,61,262,72,33,52,36,18,0,274,161,11.4
John Petrishen,35069,LB,PITTSBURGH,14,23,0,85.7,0,0,268,69.5,71.6,47.6,65.5,78.2,76.0,1,5,3,71,12.3,9,0,1,65.5,24,5,357,0,314,572,5,0,0,5,0,1,567,63,195,208,25,41,28,11,0,258,296,10.8
Cristian Williams,36151,S,TULSA,9,12,1,45.0,0,1,320,59.0,61.2,85.9,61.0,64.3,36.1,0,0,0,45,27.5,14,2,0,74.2,9,0,91,3,267,455,5,0,0,5,0,281,450,7,181,75,9,25,20,0,0,166,93,18.4
Scott Patchan,36449,ED,COLO STATE,12,10,2,,0,4,144,73.0,85.2,43.6,91.3,70.0,53.6,6,33,0,,17.5,10,0,4,0.0,0,11,0,0,27,797,796,0,21,751,24,0,1,361,409,0,36,37,0,50,0,0,0,
Elijah Taylor,36723,ED,TULSA,12,4,0,,0,1,320,62.6,67.8,9.8,57.6,78.6,71.9,0,4,0,,8.0,2,0,3,0.0,0,2,0,0,0,266,266,0,99,134,33,0,0,147,119,0,20,19,0,6,0,0,0,
Thad Mangum,36819,DI,USF,12,7,0,,0,0,327,61.0,49.8,67.0,56.9,46.1,25.4,2,10,0,,31.0,13,0,1,0.0,0,0,0,0,2,545,545,21,219,61,244,0,0,267,276,0,15,22,0,12,0,0,0,
Micah Dew-Treadway,37050,DI,MINNESOTA,13,8,1,,0,0,225,61.1,60.7,62.6,58.8,61.4,59.0,0,4,0,,11.8,2,0,2,0.0,0,0,0,0,0,365,365,129,236,0,0,0,0,184,181,0,4,7,0,4,0,0,0,
Tony Fair,37101,DI,AUBURN,12,5,0,,0,0,115,60.0,63.1,46.1,59.9,63.8,31.6,2,2,0,,20.0,2,0,1,0.0,0,1,1,0,0,215,213,78,135,0,0,0,2,108,107,1,4,3,0,5,0,0,0,
Cameron Goode,38410,ED,CAL,11,17,5,50.0,0,0,130,73.8,74.4,49.3,77.7,64.9,59.2,10,20,0,6,21.0,13,0,3,56.3,1,8,14,0,47,697,658,0,3,644,11,0,39,376,274,25,27,32,2,38,0,6,2,6.0
Josh Drayden,38498,CB,CAL,12,16,0,66.7,1,0,130,62.4,67.3,59.8,66.5,83.0,62.6,0,3,0,26,15.9,11,2,4,99.0,32,0,125,114,474,834,15,0,0,15,0,8,819,16,344,572,12,42,48,3,2,316,113,9.9
Viane Moala,38501,DI,UTAH,3,1,1,,0,0,328,,61.8,80.2,74.4,51.9,49.8,0,9,0,,20.0,1,0,0,0.0,0,0,0,0,0,132,132,20,111,0,1,0,0,59,73,0,3,3,0,9,0,0,0,
Demetris Robertson,38547,WR,AUBURN,2,0,0,,0,0,115,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
De'Vante Cross,39851,CB,VIRGINIA,8,2,0,57.6,0,0,335,47.2,49.3,87.9,60.0,54.0,47.2,0,0,1,92,14.7,5,4,0,110.8,19,0,126,16,275,535,10,0,0,10,0,55,525,2,258,328,4,27,33,0,3,341,142,17.9
Jordan Carmouche,39951,LB,HOUSTON,9,4,0,66.7,0,0,182,59.1,62.9,78.4,59.9,66.5,55.7,0,0,0,13,15.4,2,1,0,79.9,6,0,110,0,66,117,0,0,0,0,0,0,117,1,50,6,3,7,9,0,0,48,31,8.0
Derrion Rakestraw,39968,S,TULANE,11,6,0,81.8,0,0,319,64.3,66.8,83.8,63.9,69.3,70.6,1,1,1,14,12.2,5,0,0,93.8,9,0,91,2,159,290,1,0,0,1,0,166,289,3,128,30,10,30,11,2,3,67,35,7.4
Tyrell Alexander,39986,WR,VANDERBILT,1,0,0,,0,0,333,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Brandon Martin,40066,LB,BALL ST,5,2,0,69.2,0,0,117,61.2,46.5,7.0,68.3,34.7,49.2,1,1,1,9,17.9,5,0,1,46.3,9,0,191,0,97,203,7,0,0,7,0,0,196,7,99,5,6,21,13,2,0,58,31,6.4
Phillip Howard,40350,CB,MINNESOTA,13,1,0,57.1,0,0,225,65.3,67.1,81.0,,72.8,63.5,0,0,1,23,13.3,2,0,2,44.9,8,0,2,160,112,167,3,0,0,3,0,0,164,0,55,2,4,12,14,0,0,84,25,10.5
Shai Werts,40384,WR,LOUISVILLE,1,0,0,,0,0,210,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Kumehnnu Gwilly,40495,LB,C MICHIGAN,13,5,0,33.3,0,0,134,55.9,62.4,82.8,56.8,66.3,76.6,0,2,0,31,5.0,1,0,0,72.9,1,0,70,2,45,187,89,0,0,89,0,0,98,21,121,24,6,14,3,2,0,31,22,31.0
Jahaziel Lee,40537,DI,LA MONROE,12,10,0,100.0,0,0,209,68.3,55.0,83.3,62.8,46.7,58.1,2,8,0,3,15.4,4,0,0,79.2,1,0,3,0,3,341,338,51,214,12,61,0,3,175,163,0,11,12,1,10,0,3,1,3.0
Velus Jones Jr.,40573,WR,TENNESSEE,2,0,0,,0,0,307,51.7,48.0,60.0,,60.0,21.3,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,
Prather Hudson,40617,S,ILLINOIS,9,3,0,83.3,0,0,187,60.6,64.3,78.9,74.5,64.7,57.0,0,2,0,36,22.2,2,0,0,118.8,5,0,29,3,56,102,7,0,0,7,0,14,95,4,42,48,2,4,6,2,0,82,31,16.4
Justin Rice,40640,LB,UTAH ST,14,30,1,80.8,0,2,329,62.1,61.1,87.7,62.9,58.0,67.1,8,8,3,69,11.7,16,1,0,95.8,42,1,833,5,413,916,37,0,0,37,0,2,879,85,418,39,62,91,52,17,2,503,310,12.0
C.J. Riley,40684,WR,NC STATE,1,0,0,,0,0,248,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Aaron Hansford,40694,LB,TEXAS A&M,12,13,1,77.1,0,0,312,70.7,75.9,60.2,70.0,78.2,63.0,2,6,0,34,12.2,12,3,1,90.2,27,1,528,2,334,709,82,0,0,82,0,0,627,75,300,96,54,73,35,9,0,200,165,7.4
Rontavius Groves,40901,WR,TEXAS ST,1,0,0,,0,0,314,,60.0,63.7,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
Malik Staples,40902,LB,W KENTUCKY,7,1,0,60.0,0,0,346,58.0,48.5,78.5,63.0,37.9,23.7,0,1,0,17,54.5,6,0,0,120.8,3,0,92,0,50,106,3,0,0,3,0,0,103,7,49,11,2,4,5,1,1,35,29,11.7
Deonte Perry,41092,S,FRESNO ST,8,1,0,33.3,0,0,169,78.0,72.4,80.8,57.5,49.8,65.8,0,1,0,2,12.5,1,1,0,42.4,1,0,51,0,84,116,0,0,0,0,0,43,116,3,29,22,2,6,3,1,0,2,2,2.0
Chris Redmon,41160,ED,TOLEDO,5,0,0,,0,0,316,60.0,66.0,73.8,64.5,60.6,71.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,0,0,13,0,0,0,6,7,0,1,1,0,0,0,0,0,
Alema Pilimai,41395,ED,BYU,1,0,0,,0,0,128,,57.1,71.9,56.6,58.8,73.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,12,12,0,0,3,9,0,0,5,7,0,1,2,0,0,0,0,0,
Eric Sutton,41489,CB,TEXAS ST,10,2,0,84.2,0,0,314,48.3,54.3,84.5,63.7,65.6,62.5,0,1,0,23,13.6,3,0,0,136.0,16,0,74,8,123,259,13,0,0,13,0,6,246,1,135,158,6,17,19,1,2,156,71,9.8
Jaquel Pierce,41589,ED,TEXAS ST,9,3,0,,0,0,314,,63.5,77.9,52.4,69.9,77.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,91,91,0,17,18,56,0,0,43,48,0,1,3,0,0,0,0,0,
Ty Shelby,41752,ED,LA MONROE,12,7,0,66.7,0,1,209,64.5,73.5,88.2,66.6,74.2,82.5,5,10,0,19,2.6,1,0,0,91.0,2,5,2,1,42,639,636,0,35,500,101,0,3,300,297,0,24,30,3,20,0,24,16,12.0
Sam Hammond,41836,ED,NEVADA,13,7,1,,0,0,239,59.2,66.1,88.1,63.7,65.1,51.3,4,24,0,,22.0,9,0,0,0.0,0,7,1,0,10,643,641,5,63,442,131,0,2,337,296,1,21,25,0,35,0,0,0,
Kadarius Smith,41840,ED,SMU,1,0,0,,0,0,287,,47.8,67.9,58.0,52.6,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,6,6,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,
Ben Davis,41960,ED,TEXAS,11,1,0,100.0,0,1,311,60.7,67.3,86.0,72.5,64.5,83.5,2,1,0,14,0.0,0,0,0,95.8,7,2,5,1,44,156,119,0,0,118,1,0,37,38,74,31,6,10,7,5,0,49,44,7.0
Jalen Virgil,41991,WR,APP STATE,1,0,0,,0,0,108,60.0,60.0,64.7,,,,0,0,0,,,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Eric Collins,41998,WR,UMASS,1,0,0,,0,0,216,,60.0,60.0,,60.0,,0,0,0,,,0,0,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Kenny Turnier,42019,DI,TCU,3,0,0,,0,0,305,,65.7,74.8,55.1,70.1,69.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,30,2,27,0,1,0,0,15,15,0,1,1,0,0,0,0,0,
Dru Mathis,42027,LB,OREGON,1,1,0,100.0,0,0,264,49.5,60.8,69.7,59.1,75.5,75.8,0,0,0,12,0.0,0,0,0,116.7,1,0,7,0,3,8,0,0,0,0,0,0,8,1,4,1,1,1,1,0,0,12,3,12.0
Freddie Johnson,42129,CB,TEMPLE,10,2,0,53.8,0,0,306,60.5,60.4,80.9,60.0,58.9,42.5,0,0,1,17,25.0,3,1,1,35.7,7,0,38,227,97,266,1,0,0,1,0,0,265,1,168,0,2,7,13,0,0,65,63,9.3
Avien Peah,42158,ED,UMASS,12,15,0,100.0,0,0,216,63.2,64.3,88.3,64.6,60.9,74.4,7,7,0,24,6.4,3,0,0,114.6,4,0,12,3,39,513,482,12,91,343,36,0,31,180,294,15,13,29,4,14,0,46,37,11.5
Nick Grant,42242,S,VIRGINIA,11,8,0,62.9,0,2,335,63.7,67.1,85.7,47.8,74.9,53.2,0,1,0,37,21.5,14,6,0,115.5,22,0,199,130,286,544,7,0,0,7,0,75,537,4,254,133,17,43,35,1,3,273,89,12.4
Audie Omotosho,42280,WR,E CAROLINA,1,0,0,,0,0,156,60.0,62.4,60.0,,,,0,0,0,,,0,0,3,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Alonzo McCoy,42383,CB,C MICHIGAN,13,9,0,64.5,0,2,134,81.3,79.0,57.1,58.3,66.5,65.4,1,3,0,55,16.2,11,9,1,95.5,49,0,40,11,430,728,4,0,0,4,0,9,724,16,282,664,24,48,76,4,3,484,284,9.9
Keyshon Camp,42384,DI,PITTSBURGH,12,2,0,,1,1,268,56.0,67.6,51.3,76.7,59.9,57.7,4,6,0,,11.1,2,0,1,0.0,0,2,0,0,0,260,260,34,220,5,1,0,0,157,103,0,15,14,0,12,0,0,0,
Chris Moore,42400,S,GA STATE,12,15,0,58.1,0,1,175,75.9,75.9,44.2,66.6,75.6,71.8,0,1,1,51,12.2,9,3,1,72.9,18,0,333,5,397,698,6,0,0,6,0,185,692,2,299,169,21,50,31,1,1,187,87,10.4
Raleigh Texada,42440,CB,BAYLOR,14,2,0,63.4,1,1,118,51.9,57.1,34.2,96.7,52.3,82.5,1,2,1,52,5.6,2,3,5,114.1,26,1,17,464,266,499,0,0,0,0,0,10,499,9,224,7,8,32,41,4,3,442,88,17.0
Greg Eisworth II,42444,S,IOWA STATE,13,14,0,44.1,0,1,193,71.0,70.0,16.4,56.3,70.1,47.7,0,1,2,42,17.6,12,3,2,62.0,15,0,243,18,356,676,4,0,0,4,0,130,672,3,317,281,16,42,34,1,2,229,39,15.3
JoJo Domann,42446,LB,NEBRASKA,10,12,0,82.1,0,2,238,87.8,87.3,91.7,72.6,83.1,74.2,4,4,2,18,10.0,7,2,2,63.8,32,1,66,3,340,626,129,0,0,129,0,0,497,25,261,428,24,51,39,9,0,173,118,5.4
D.J. Ford,42473,S,E CAROLINA,11,10,0,70.6,0,0,156,69.4,64.5,84.6,50.5,56.9,73.5,0,0,0,34,11.6,5,3,0,107.2,12,0,135,2,181,356,12,0,0,12,0,159,344,18,157,48,13,28,17,0,1,109,47,9.1
Monte McGary,42477,S,UTAH ST,12,5,0,59.1,0,0,329,64.1,61.2,12.2,61.1,55.6,54.1,2,0,1,43,18.2,4,5,1,89.2,13,0,44,6,143,286,2,0,0,2,0,100,284,7,136,134,4,13,22,2,2,140,52,10.8
Tomon Fox,42486,ED,N CAROLINA,13,4,0,60.0,0,0,245,65.6,73.0,78.9,76.3,65.8,69.5,6,13,0,44,14.3,4,0,1,102.9,3,10,18,0,77,704,656,0,0,656,0,0,48,297,330,30,20,20,5,29,0,61,15,20.3
Jay Lenard,42492,S,S JOSE ST,12,16,0,66.7,0,1,285,59.6,68.6,61.0,81.1,78.9,74.8,1,4,1,55,11.8,9,1,2,117.0,16,2,251,28,455,850,7,0,0,7,0,450,843,18,377,114,24,51,24,7,2,282,63,17.6
Devin Harper,42494,LB,OKLA STATE,14,20,0,85.4,0,1,262,63.1,75.1,39.4,89.6,77.7,71.8,13,18,0,27,12.8,14,3,2,115.3,35,8,708,1,451,852,57,0,0,57,0,3,795,89,312,83,42,75,41,39,1,399,365,11.4
Cedric Boswell,42504,CB,MIAMI OH,13,5,0,67.8,0,1,221,40.9,42.8,87.3,53.5,47.7,57.6,0,0,1,38,16.5,13,8,8,97.6,59,0,77,626,407,766,52,0,0,52,0,0,714,8,351,11,18,61,87,0,3,674,157,11.4
Keir Thomas,42509,ED,FLORIDA ST,12,10,1,,1,0,167,71.4,69.2,46.2,67.8,67.0,72.5,11,23,0,,16.3,7,1,3,0.0,0,10,25,0,12,648,622,8,28,537,49,0,26,355,281,1,26,26,0,44,0,0,0,
Tyrez Lindsey,42510,S,MEMPHIS,10,6,0,70.0,0,0,218,65.4,64.4,28.7,76.1,60.8,62.4,0,2,1,19,14.9,7,0,1,104.4,14,0,98,5,214,394,8,0,0,8,0,128,386,3,177,155,7,34,20,2,3,121,79,8.6
Bricen Garner,42520,S,W MICHIGAN,3,3,0,25.0,0,0,347,81.1,61.2,79.1,,29.4,36.3,0,0,1,6,30.8,4,0,0,0.0,1,0,33,0,41,99,1,0,0,1,0,51,98,0,58,14,0,6,4,0,0,6,6,6.0
James Skalski,42552,LB,CLEMSON,13,16,2,74.4,0,0,140,66.0,64.7,59.5,60.2,63.4,47.8,5,17,0,39,19.8,20,2,1,98.3,32,2,655,1,337,711,34,0,0,34,0,5,677,101,273,16,42,65,43,24,1,273,179,8.5
Nazeeh Johnson,42553,S,MARSHALL,10,10,0,65.9,0,0,214,82.0,77.6,89.0,68.5,61.7,73.9,1,1,2,32,12.2,9,3,1,66.5,27,0,199,2,378,737,21,0,0,21,0,148,716,9,350,367,14,55,41,2,1,214,118,7.9
Jordan Fox,42554,ED,STANFORD,12,16,0,88.9,0,1,300,68.5,64.7,28.0,63.9,63.8,54.0,0,7,0,19,16.7,9,0,3,100.0,8,0,24,2,78,466,399,0,4,386,9,0,67,133,255,41,14,29,9,7,0,72,32,9.0
Benjamin Alexander,42567,S,LIBERTY,9,4,0,50.0,0,0,206,60.5,67.6,76.8,58.1,72.7,66.3,0,0,0,51,12.5,3,0,0,95.8,2,0,96,0,41,148,0,0,0,0,0,29,148,3,104,23,8,17,4,0,0,55,38,27.5
Ja'Quain Blakely,42579,ED,TENNESSEE,13,4,2,,0,0,307,61.2,59.2,68.0,55.7,61.6,74.0,3,10,0,,10.7,3,0,1,0.0,0,1,0,0,1,490,490,5,64,295,126,0,0,282,207,0,17,21,0,14,0,0,0,
Aaron Ramseur,42585,LB,E CAROLINA,9,6,0,100.0,0,0,156,55.7,74.3,0.0,77.5,82.1,71.1,1,1,0,44,10.3,4,0,1,148.3,10,2,177,0,63,187,2,0,0,2,0,0,185,17,107,8,23,29,10,4,1,116,73,11.6
Leevel Tatum III,42587,DI,ARIZONA,11,3,0,,0,0,109,60.0,53.8,9.4,67.4,53.4,28.6,1,4,0,,21.1,4,0,2,0.0,0,1,0,0,0,179,179,20,153,0,6,0,0,76,103,0,9,12,0,6,0,0,0,
Andrzej Hughes-Murray,42597,ED,OREGON ST,13,13,1,70.0,0,1,265,54.4,70.8,78.2,74.0,67.6,63.3,7,18,0,14,13.3,8,0,2,116.7,7,6,22,0,62,678,645,0,2,643,0,0,33,323,293,11,28,39,10,31,1,55,43,7.9
Taylor Riggins,42599,ED,BUFFALO,5,8,0,,0,2,126,60.0,92.3,83.8,91.6,86.6,84.6,1,13,0,,0.0,0,0,0,0.0,0,6,0,0,1,232,232,0,1,165,66,0,0,110,121,0,12,8,0,20,0,0,0,
Tayler Hawkins,42606,CB,S DIEGO ST,13,9,0,56.3,0,1,284,89.4,85.4,0.0,65.9,72.9,79.2,0,2,2,35,8.5,6,10,7,65.8,36,0,92,715,530,821,6,0,0,6,0,3,815,7,284,5,24,56,64,2,1,378,134,10.5
Therran Coleman,42611,CB,W MICHIGAN,13,6,0,59.4,0,0,347,65.4,66.5,86.5,55.1,68.3,43.2,0,0,0,44,26.8,11,3,3,117.3,19,0,11,619,343,645,15,0,0,15,0,0,630,2,300,0,7,24,32,0,3,265,95,13.9
Caesar Williams,42613,CB,WISCONSIN,13,1,0,42.2,0,0,349,77.2,77.4,44.4,,75.8,86.8,0,0,3,52,3.7,1,5,5,40.7,19,0,24,594,368,635,0,0,0,0,0,11,635,0,267,6,4,25,45,0,1,257,44,13.5
Calvin Swenson,42636,S,MINNESOTA,3,0,0,50.0,0,0,225,28.7,29.0,75.5,,52.8,79.4,0,0,0,56,0.0,0,0,0,135.4,1,0,1,1,12,29,0,0,0,0,0,18,29,0,17,9,0,2,2,0,1,56,16,56.0
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,8,5,1,73.3,0,0,315,35.4,53.2,81.3,84.6,59.6,50.5,0,8,0,30,20.8,5,1,1,109.3,11,1,174,1,111,247,47,0,0,47,0,0,200,38,98,25,7,14,15,9,0,166,72,15.1
Joe Headen,42645,CB,DOMINION,13,19,0,52.0,1,1,263,70.7,73.2,90.9,68.3,76.1,73.0,1,1,2,55,11.7,7,3,2,80.8,26,0,66,22,468,797,2,0,0,2,0,155,795,1,328,550,14,34,50,2,3,384,190,14.8
Lawson Hall,42652,LB,NEVADA,13,21,0,75.8,0,0,239,43.2,37.8,84.4,61.6,36.0,63.7,4,0,1,21,14.9,14,0,0,86.8,25,1,585,0,275,675,4,0,0,4,0,0,671,39,361,86,20,59,33,5,1,191,88,7.6
Clifford Chattman,42657,S,UTSA,4,2,0,55.6,0,0,331,48.9,56.6,79.8,67.7,73.1,78.9,0,0,0,60,5.3,1,1,0,133.8,5,1,24,2,68,106,6,0,0,6,0,37,100,3,35,37,7,16,9,1,2,99,23,19.8
Eric Kendzior,42672,ED,LA TECH,5,2,0,,0,0,208,62.5,64.8,81.4,64.4,61.0,75.2,1,0,0,,0.0,0,0,0,0.0,0,0,4,0,5,76,71,0,1,69,1,0,5,39,32,1,0,0,0,1,0,0,0,
Mike Palmer,42674,S,BOSTON COL,12,7,0,62.5,0,0,121,78.5,79.1,32.5,52.9,80.6,82.2,0,1,1,32,8.1,3,0,1,83.3,5,0,49,2,215,435,4,0,0,4,0,365,431,7,213,15,7,27,8,1,1,56,9,11.2
Isaiah Graham-Mobley,42679,LB,BOSTON COL,9,17,0,66.7,0,0,121,58.6,48.9,8.3,58.4,44.6,54.2,1,5,0,22,15.7,11,1,2,108.7,10,0,398,1,173,438,18,0,0,18,0,1,420,56,209,20,22,42,15,6,1,104,77,10.4
Tyreek Maddox-Williams,42694,LB,RUTGERS,8,7,1,63.6,0,0,278,63.7,59.9,82.6,57.7,55.8,76.1,0,4,0,23,8.0,2,1,0,105.9,7,0,179,4,103,235,31,0,0,31,0,1,204,31,101,20,12,16,11,4,1,54,25,7.7
