player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Khali Saunders,101518,LB,PURDUE,4,1,0,,0,0,273,64.5,66.0,74.5,62.7,64.6,82.2,0,0,0,,0.0,0,0,0,0.0,0,1,24,2,18,43,3,0,0,3,0,0,40,6,19,14,2,4,0,1,0,0,0,
Jacob Wahlberg,101520,LB,PURDUE,2,3,0,50.0,0,0,273,90.7,85.7,72.0,59.6,63.7,82.9,0,0,1,0,0.0,0,0,0,16.7,1,0,34,0,16,35,0,0,0,0,0,0,35,1,18,1,4,5,2,0,0,0,6,0.0
Byron Hubbard II,101521,LB,PURDUE,1,0,0,,0,0,273,,59.5,68.5,59.8,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,
Keeanu Benton,101536,DI,WISCONSIN,13,10,2,,0,0,349,,61.7,86.1,74.9,49.1,51.6,7,12,0,,12.9,4,0,0,0.0,0,2,0,0,0,472,472,252,218,0,2,0,0,256,216,0,16,17,0,21,0,0,0,
Garrett Nelson,101604,ED,NEBRASKA,12,13,1,71.4,0,1,238,60.2,69.8,37.5,74.0,66.8,66.1,3,23,0,35,15.4,8,1,4,99.1,5,6,2,0,38,688,683,3,8,666,6,0,5,328,322,3,22,31,7,32,0,63,69,12.6
Xavier Johnson,101641,WR,OHIO STATE,2,0,0,,0,0,260,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Brandon Wright,101650,ED,MICH STATE,5,0,0,,0,1,223,60.4,71.1,76.9,67.6,65.3,50.0,1,4,0,,100.0,1,0,0,0.0,0,3,0,0,2,34,34,0,0,34,0,0,0,27,5,0,2,0,0,8,0,0,0,
Bryson Shaw,101664,S,OHIO STATE,13,16,0,45.5,1,0,260,73.4,73.4,48.1,58.8,73.0,84.7,0,0,1,38,8.6,6,2,1,73.7,5,0,110,2,397,667,1,0,0,1,0,434,666,2,268,119,5,48,11,0,1,109,42,21.8
Jaquan Brisker,101665,S,PENN STATE,12,17,0,57.1,0,1,266,89.5,82.4,84.6,61.9,67.4,66.7,2,1,2,38,13.5,10,4,0,46.8,12,1,433,7,406,786,28,0,0,28,0,165,758,14,366,153,24,47,21,4,1,105,38,8.8
Tyler Rudolph,101666,S,PENN STATE,3,2,0,100.0,0,0,266,52.5,50.6,0.0,,65.5,60.0,0,0,0,17,16.7,1,0,1,157.6,3,0,20,0,31,44,0,0,0,0,0,12,44,0,13,12,0,3,3,0,1,37,4,12.3
Marvin Grant,101670,S,PURDUE,13,18,0,62.5,0,1,273,37.2,48.3,16.9,58.9,67.9,78.9,1,2,0,61,10.3,9,2,3,125.0,15,0,248,8,359,678,11,0,0,11,0,352,667,8,311,59,19,60,24,3,2,248,128,16.5
Zane Greene,101672,S,PURDUE,2,0,0,0.0,0,0,273,83.0,81.2,72.6,,63.4,76.4,0,0,1,,0.0,0,0,0,0.0,0,0,2,1,7,14,0,0,0,0,0,9,14,0,7,2,0,1,1,0,0,0,0,
Cormontae Hamilton,101674,ED,OHIO STATE,6,1,0,,0,0,260,57.0,61.2,80.1,59.1,66.1,51.6,0,0,0,,33.3,1,0,0,0.0,0,1,5,0,3,68,63,0,1,62,0,0,5,41,24,0,1,1,0,1,0,0,0,
Bryce Barnes,101678,DI,ILLINOIS,6,0,0,,0,0,187,,65.6,74.2,57.0,67.1,74.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,37,36,0,9,1,26,0,1,11,26,0,1,3,0,0,0,0,0,
George Johnson III,101696,CB,MICHIGAN,2,0,0,66.7,0,0,222,66.0,65.7,72.8,58.9,60.8,73.5,0,0,0,5,0.0,0,0,1,70.1,2,0,3,15,8,18,0,0,0,0,0,0,18,1,9,0,0,1,3,0,0,8,0,4.0
Chris Booker,101703,WR,OHIO STATE,1,0,0,,0,0,260,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Quinn Schulte,101737,S,IOWA,5,0,0,0.0,0,0,192,76.3,75.3,77.7,,66.1,79.6,0,0,1,,0.0,0,1,0,0.0,0,0,2,0,38,62,1,0,0,1,0,59,61,0,24,0,0,2,3,0,0,0,0,
Julian Barnett,101745,CB,MEMPHIS,6,2,0,77.8,0,1,218,50.2,68.3,76.4,99.9,68.4,38.2,0,0,0,22,37.5,3,0,0,144.9,7,1,13,64,50,80,0,0,0,0,0,2,80,1,29,0,1,3,9,1,1,89,10,12.7
Jaden Smith,101860,CB,UTAH ST,1,0,0,100.0,0,0,329,63.4,58.0,70.0,,52.7,41.8,0,0,0,7,50.0,1,0,0,95.8,1,0,0,7,2,7,0,0,0,0,0,0,7,0,5,0,0,1,1,0,0,7,2,7.0
James Neal,102046,LB,UTEP,2,0,0,,0,0,330,61.4,69.9,70.0,70.7,65.1,73.1,0,0,0,,,0,0,0,0.0,0,1,13,0,7,14,0,0,0,0,0,1,14,0,7,0,1,0,0,1,0,0,0,
Jaylon Jimmerson,102450,S,LIBERTY,8,2,0,100.0,0,0,206,58.9,60.5,0.0,,72.7,60.3,0,0,0,23,16.7,2,0,1,118.8,1,0,11,0,36,86,0,0,0,0,0,39,86,0,50,36,2,8,1,0,0,23,11,23.0
Brandon Benson,102456,S,E MICHIGAN,4,4,0,,0,0,160,44.9,58.7,79.6,59.2,78.4,49.1,0,0,0,,16.7,2,0,0,0.0,0,0,47,1,37,95,8,0,0,8,0,29,87,1,57,10,3,6,0,0,0,0,0,
Tra Fluellen,102462,CB,MIDDLE TN,12,5,0,62.5,0,0,224,59.5,61.3,87.0,61.0,66.2,68.0,2,3,0,30,12.0,3,0,1,91.8,15,0,51,4,217,340,19,0,0,19,0,7,321,32,91,259,7,17,24,5,1,137,62,9.1
Jerreth Sterns,102597,WR,W KENTUCKY,2,0,0,,0,0,346,60.0,62.7,61.1,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Ben Ratzlaff,102599,WR,W KENTUCKY,2,0,0,,0,0,346,60.0,62.8,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
O'shai Fletcher,102648,CB,TROY,11,0,0,55.6,0,0,318,58.3,60.6,78.9,,68.1,63.8,0,0,0,25,12.5,1,1,1,78.5,5,0,12,113,60,127,0,0,0,0,0,1,127,0,67,0,1,7,9,0,0,65,24,13.0
Bryquice Brown,102650,CB,GA STATE,12,7,0,55.6,1,0,175,59.6,61.4,44.0,58.5,71.1,47.0,1,0,2,79,22.2,12,8,4,69.0,35,0,72,523,341,614,0,0,0,0,0,16,614,2,271,2,10,35,63,1,1,432,193,12.3
Milan Tucker,102655,CB,APP STATE,6,1,0,33.3,0,0,108,56.5,55.6,0.0,,67.6,76.6,0,0,0,33,0.0,0,0,1,75.7,1,0,2,73,29,77,0,0,0,0,0,0,77,0,48,2,0,1,3,0,0,33,1,33.0
Nick Ross,102656,CB,APP STATE,14,2,0,55.0,0,0,108,55.4,56.3,9.7,66.3,61.4,63.6,0,0,0,63,18.2,4,1,1,108.1,11,0,61,2,180,322,2,0,0,2,0,66,320,3,139,191,5,16,20,0,1,209,126,19.0
Jackson Greene,102658,S,APP STATE,8,2,0,33.3,0,0,108,30.6,44.1,74.3,59.2,68.9,78.7,0,0,0,66,0.0,0,0,0,121.5,1,0,14,0,13,41,0,0,0,0,0,21,41,1,27,6,1,1,3,0,1,66,23,66.0
Jason Simmons Jr.,102660,CB,SYRACUSE,11,8,0,77.8,0,1,304,63.1,64.7,89.0,60.0,67.1,43.7,0,0,1,49,20.7,12,0,0,113.7,28,0,111,12,322,582,3,0,0,3,0,82,579,1,259,372,13,38,36,0,2,346,145,12.4
Jayrin Wilson,102663,CB,LA LAFAYET,2,0,0,0.0,0,0,207,67.6,57.7,99.9,,53.7,,0,0,0,,,0,0,0,39.6,0,0,0,1,2,4,0,0,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,
Elery Alexander,102665,S,ARK STATE,12,13,0,68.2,0,1,113,61.5,65.9,86.8,69.3,70.1,63.4,0,0,1,99,14.4,14,3,1,113.8,15,1,313,1,298,605,3,0,0,3,0,121,602,3,304,167,18,70,22,1,2,230,163,15.3
Anthony Switzer,102668,S,ARK STATE,8,11,1,71.4,0,1,113,63.5,59.1,80.1,61.4,53.9,43.1,1,2,0,17,22.9,11,1,0,121.4,10,0,277,0,156,413,59,0,0,59,0,0,354,38,219,77,17,26,14,3,2,68,49,6.8
Fabrice Voyne,102669,ED,ARMY,5,0,0,0.0,0,0,114,67.0,55.6,72.5,54.6,46.2,25.6,0,0,0,,50.0,1,0,0,39.6,0,0,0,0,2,14,10,0,0,10,0,0,4,5,7,0,1,1,1,0,0,0,0,
Marquel Broughton,102671,S,ARMY,13,22,0,70.0,0,1,114,39.7,56.0,53.8,55.5,91.3,66.8,1,0,2,75,12.8,12,4,2,131.3,28,0,223,0,386,705,8,0,0,8,0,123,697,8,311,351,23,60,40,1,5,545,239,19.5
D'Andre Tobias,102675,S,ARMY,2,1,0,,0,0,114,45.6,54.1,71.5,,71.0,79.6,0,0,0,,0.0,0,0,0,0.0,0,0,6,0,9,16,0,0,0,0,0,3,16,0,7,7,1,2,0,0,0,0,0,
Isaiah Morris,102676,CB,ARMY,8,0,0,37.5,0,0,114,60.5,59.2,79.8,52.6,54.2,39.2,0,1,0,35,25.0,4,5,1,77.1,9,0,5,146,105,156,0,0,0,0,0,1,156,3,48,0,1,12,24,1,1,172,30,19.1
Cole Mabry,102677,LB,ARMY,1,0,0,0.0,0,0,114,72.8,88.5,68.7,71.4,60.9,73.1,0,0,0,,,0,1,0,39.6,0,1,3,0,2,6,1,0,0,1,0,0,5,1,3,2,1,0,1,1,0,0,0,
Quindrelin Hammonds,102679,S,ARMY,7,1,0,0.0,0,0,114,51.9,46.4,78.2,60.0,36.4,28.2,0,0,0,,50.0,3,0,0,39.6,0,0,11,0,38,67,0,0,0,0,0,21,67,2,27,31,0,2,2,0,0,0,0,
Jabari Moore,102681,CB,ARMY,13,5,0,60.3,0,0,114,74.8,78.1,46.1,75.5,87.2,76.4,1,3,2,44,7.8,4,7,1,72.8,35,0,73,539,336,622,2,0,0,2,0,4,620,7,279,4,11,42,58,4,1,405,117,11.6
Daryan McDonald,102683,ED,ARMY,4,1,0,,0,0,114,63.9,55.8,79.2,66.1,47.1,72.2,0,0,0,,0.0,0,0,0,0.0,0,0,5,0,12,41,32,0,0,32,0,0,9,4,25,4,0,0,0,0,0,0,0,
Kyle Hamilton,102684,S,NOTRE DAME,7,9,1,50.0,0,0,258,80.8,76.1,0.0,67.2,68.9,81.4,1,1,3,29,6.5,2,3,4,42.3,14,0,87,6,262,439,4,0,0,4,0,114,435,10,167,227,8,20,28,2,1,176,52,12.6
Isaiah Rutherford,102685,CB,ARIZONA,7,3,0,50.0,0,0,109,53.4,57.5,83.5,65.8,69.1,79.2,1,0,0,62,5.0,1,1,3,111.7,11,0,33,346,167,390,1,0,0,1,0,1,389,2,221,9,7,16,22,1,2,199,94,18.1
K.J. Wallace,102686,S,NOTRE DAME,4,0,0,100.0,0,0,258,30.7,36.4,71.3,,62.3,,0,0,0,66,,0,0,0,118.8,1,0,10,0,7,19,0,0,0,0,0,7,19,0,12,2,0,0,1,0,0,66,37,66.0
Litchfield Ajavon,102687,S,NOTRE DAME,1,0,0,,0,0,258,,43.9,68.0,,47.3,76.4,0,0,0,,0.0,0,0,0,0.0,0,0,5,0,0,7,2,0,0,2,0,0,5,0,7,0,1,2,0,0,0,0,0,
Javelle Brown,102689,S,BYU,3,0,0,100.0,0,0,128,58.2,59.8,74.5,,62.6,,0,0,0,12,,0,0,0,156.3,1,0,5,2,12,22,0,0,0,0,0,5,22,0,10,10,0,0,1,0,1,12,0,12.0
Tavita Gagnier,102690,CB,BYU,1,0,0,100.0,0,0,128,52.9,49.7,68.2,,60.0,73.5,0,0,0,11,0.0,0,0,0,112.5,1,0,0,4,1,4,0,0,0,0,0,0,4,0,3,0,0,1,1,0,0,11,4,11.0
Ammon Hannemann,102692,S,BYU,10,5,0,71.4,0,0,128,56.1,58.7,82.4,54.8,63.2,82.3,0,0,0,35,6.3,2,1,1,95.9,15,0,114,15,144,317,11,0,0,11,0,42,306,6,167,135,9,25,21,0,0,173,50,11.5
Hayden Livingston,102694,S,BYU,12,2,0,50.0,0,0,128,80.8,79.5,82.0,,71.3,62.6,0,0,2,6,15.4,2,1,0,16.7,1,0,13,11,82,159,1,0,0,1,0,130,158,0,77,4,1,9,2,0,0,6,6,6.0
George Udo,102695,S,BYU,5,3,0,100.0,0,0,128,59.2,63.7,79.1,57.6,75.5,84.8,0,0,0,8,0.0,0,0,1,95.8,2,0,25,5,56,101,0,0,0,0,0,24,101,2,43,47,1,4,2,0,0,14,8,7.0
Mark Milnac,102697,DI,COAST CAR,2,0,0,,0,0,141,,68.0,70.6,67.3,61.6,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,9,9,0,8,0,1,0,0,3,6,0,0,0,0,1,0,0,0,
Sosaia Tuitavake,102704,DI,ARK STATE,12,4,0,,1,0,113,61.2,28.3,2.5,52.3,26.7,39.6,0,1,0,,25.0,3,0,3,0.0,0,0,1,0,0,245,244,48,190,0,6,0,1,96,149,0,4,5,0,1,0,0,0,
Ja-Quane Nelson,102710,DI,LA LAFAYET,14,4,1,,0,0,207,58.5,64.1,82.8,62.1,64.1,46.2,2,3,0,,15.8,3,0,0,0.0,0,1,3,0,0,243,240,60,167,0,13,0,3,129,114,0,9,12,0,6,0,0,0,
Darius Richardson,102716,DI,ARMY,12,1,0,,0,0,114,,54.0,20.3,54.9,58.2,69.3,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,96,96,92,4,0,0,0,0,53,43,0,1,1,0,0,0,0,0,
Tyler Komorowski,102717,DI,ARMY,2,1,0,,0,0,114,,61.0,72.0,56.1,63.9,70.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,3,2,1,11,0,0,10,7,0,0,0,0,0,0,0,0,
Chris Frey,102720,DI,ARMY,13,9,0,,0,0,114,61.0,64.3,36.1,57.9,68.2,59.5,1,4,0,,12.0,3,0,2,0.0,0,0,0,0,0,387,387,12,24,57,294,0,0,175,212,0,11,13,0,5,0,0,0,
Nana Osafo-Mensah,102725,ED,NOTRE DAME,13,5,0,,0,0,258,64.7,70.8,83.1,62.7,69.6,68.0,3,4,0,,6.7,1,0,0,0.0,0,2,0,0,0,224,224,0,5,141,78,0,0,119,105,0,9,9,0,9,0,0,0,
Howard Cross III,102726,DI,NOTRE DAME,12,6,0,,0,1,258,62.3,68.2,59.5,57.8,75.5,62.3,0,10,0,,10.0,2,0,1,0.0,0,3,1,0,0,330,328,128,155,3,42,0,2,202,128,0,12,12,0,13,0,0,0,
Isaiah Foskey,102728,ED,NOTRE DAME,13,6,0,100.0,0,6,258,63.3,80.7,90.2,77.5,78.9,58.9,4,17,0,27,14.9,7,0,0,104.2,5,11,79,3,70,564,478,0,5,467,6,0,86,284,210,3,35,34,5,32,0,45,34,9.0
Gabe Summers,102731,DI,BYU,13,6,0,,0,0,128,64.8,62.4,64.6,59.3,63.3,42.1,4,11,0,,20.7,6,0,1,0.0,0,0,2,0,1,434,432,113,158,46,115,0,2,219,214,0,11,17,0,15,0,0,0,
Elgin Griffin,102732,DI,TROY,11,0,0,,0,1,318,,62.7,28.4,61.3,65.2,79.1,0,4,0,,0.0,0,0,2,0.0,0,2,1,0,0,292,291,47,244,0,0,0,1,144,148,0,11,11,0,6,0,0,0,
Jourdan Heilig,102733,ED,APP STATE,1,0,0,,0,0,108,,51.1,68.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,
Brennon Davis,102755,LB,NEW MEX ST,1,0,0,,0,0,242,60.3,61.6,66.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,3,0,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,
Eric Marsh,102757,LB,NEW MEX ST,10,6,0,80.0,1,1,242,55.4,47.6,0.8,61.3,44.0,43.8,0,8,0,30,25.0,10,0,2,105.8,4,2,292,0,124,333,21,0,0,21,0,1,312,50,159,19,14,24,5,10,0,47,19,11.8
Michael Bowe Jr.,102762,LB,NEW MEX ST,12,10,1,80.8,1,1,242,44.3,44.6,33.2,63.1,38.3,46.9,5,11,1,54,20.0,12,1,4,115.1,21,2,100,11,160,733,589,0,0,589,0,0,144,218,355,33,21,38,26,18,2,242,156,11.5
Kenny Haynes,102763,LB,TEXAS ST,2,1,0,100.0,0,0,314,64.4,54.5,74.4,68.2,43.8,77.5,1,0,0,6,0.0,0,0,0,91.7,1,0,27,0,9,28,1,0,0,1,0,0,27,3,16,0,1,2,1,1,0,6,0,6.0
Peyton Hampton,102778,LB,ARMY,3,2,0,100.0,0,0,114,66.5,62.5,73.1,53.5,60.4,58.1,1,1,0,8,14.3,1,0,0,93.8,2,0,38,0,13,38,0,0,0,0,0,0,38,6,19,0,2,4,2,2,0,13,11,6.5
Andre Carter II,102780,ED,ARMY,13,8,1,55.6,0,3,114,60.0,83.3,32.7,93.4,57.6,63.4,9,35,1,17,20.0,7,1,4,32.9,5,15,5,0,87,639,631,0,2,614,15,0,8,293,259,3,24,20,9,59,0,52,11,10.4
Nathaniel Smith,102783,DI,ARMY,12,0,2,,0,0,114,58.9,57.3,81.1,60.6,50.7,45.4,2,4,0,,40.0,2,0,0,0.0,0,3,1,0,4,203,202,16,2,55,129,0,1,140,59,0,6,3,0,9,0,0,0,
JD Bertrand,102787,LB,NOTRE DAME,13,32,0,88.4,1,1,258,50.6,58.3,32.1,66.2,63.6,57.1,1,12,0,36,16.1,19,1,2,118.8,38,2,664,4,354,753,26,0,0,26,0,9,727,71,328,49,30,67,43,15,2,378,289,9.9
Ben Bywater,102791,LB,BYU,13,29,0,89.7,0,0,128,39.6,47.0,84.2,60.7,49.8,86.0,3,1,0,29,6.8,8,0,0,128.7,35,1,469,16,285,646,97,0,0,97,0,0,549,44,317,63,40,81,39,5,3,341,237,9.7
Keenan Pili,102794,LB,BYU,3,5,0,100.0,0,0,128,49.1,61.3,9.2,78.4,71.3,70.2,2,2,0,19,11.1,3,0,1,107.8,8,2,119,1,82,160,37,0,0,37,0,0,123,15,63,3,10,19,8,6,0,79,37,9.9
Kade Pupunu,102795,ED,BYU,1,0,0,,0,0,128,,60.3,67.2,60.0,55.8,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,0,1,0,3,0,0,1,3,0,1,1,0,0,0,0,0,
KeSean Brown,102847,ED,APP STATE,6,1,0,,0,0,108,60.0,61.9,0.0,62.2,66.4,77.7,0,0,0,,0.0,0,0,1,0.0,0,0,3,0,1,35,31,0,0,31,0,0,4,8,26,1,2,3,0,0,0,0,0,
Brendan Harrington,102848,LB,APP STATE,13,5,0,69.2,0,1,108,63.5,64.5,0.0,78.2,62.9,59.0,9,6,0,26,19.4,7,2,4,90.2,18,4,226,3,198,461,91,0,0,91,0,2,370,70,193,139,17,24,26,19,0,190,178,10.6
Markeveon Coleman,102849,LB,TEXAS ST,12,22,0,65.2,1,2,314,44.6,47.8,57.8,59.1,51.1,54.6,2,10,0,17,19.1,17,0,1,109.1,15,2,652,0,296,741,30,1,0,29,0,1,711,69,376,58,31,50,23,14,2,131,65,8.7
Jamil Muhammad,102860,ED,GA STATE,12,3,1,100.0,0,1,175,66.7,78.8,57.7,84.1,70.2,71.8,1,6,0,1,15.8,3,0,1,79.2,2,6,3,3,32,284,270,0,0,269,1,0,14,117,135,8,15,13,2,13,0,0,1,0.0
Braheam Murphy,102882,HB,ARMY,4,0,0,,0,0,114,,57.8,60.0,60.0,60.1,,0,0,0,,,0,0,2,0.0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,
Morgan Pyper,102892,S,BYU,12,5,0,72.7,0,0,128,53.2,53.2,82.6,58.9,52.7,28.8,1,0,0,15,31.4,11,0,0,90.0,8,0,130,8,111,217,36,0,0,36,0,0,181,14,92,43,10,19,11,1,0,72,47,9.0
Mekhi Garner,102900,CB,LA LAFAYET,13,6,0,47.1,0,2,207,79.1,76.1,38.5,61.7,60.5,64.1,0,1,0,76,15.0,6,8,2,91.2,16,1,35,477,293,538,0,0,0,0,0,10,538,3,242,15,10,28,34,2,2,247,92,15.4
Keilos Swinney,102901,S,LA MONROE,10,3,0,72.7,0,2,209,72.1,60.1,84.0,54.5,35.6,50.1,0,2,2,57,22.5,9,2,0,75.4,16,0,147,1,167,313,13,0,0,13,0,95,300,5,141,57,7,28,22,2,1,187,99,11.7
Keon Carter,102903,S,GA STATE,10,0,0,50.0,0,0,175,49.1,48.9,0.0,,58.8,51.1,0,0,0,32,28.6,2,0,1,135.4,1,0,37,0,43,110,1,0,0,1,0,47,109,0,67,25,3,5,2,0,1,32,8,32.0
Tanner Davis,102905,S,UMASS,10,8,0,81.8,1,0,216,61.5,57.4,39.4,73.0,48.3,49.4,1,1,0,58,22.9,11,1,4,108.0,9,2,159,3,156,383,71,0,0,71,0,113,312,32,195,37,13,29,11,4,0,109,63,12.1
Dalen Cambre,102933,WR,LA LAFAYET,2,0,0,,0,0,207,60.0,71.8,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Reikan Donaldson,102947,WR,ARMY,4,0,0,,0,0,114,,57.8,60.0,60.0,60.1,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,
Cam Hart,102955,CB,NOTRE DAME,13,6,1,48.5,2,0,258,70.4,70.8,86.1,60.0,60.8,72.7,0,0,2,32,14.3,7,5,4,61.1,32,0,27,699,453,739,1,0,0,1,0,2,738,1,285,9,10,36,66,0,2,335,102,10.5
Torren Union,103555,CB,NEW MEX ST,11,6,0,68.0,0,0,242,59.4,59.9,26.9,,63.3,49.4,0,0,0,37,21.7,10,1,2,118.9,17,0,68,284,173,377,10,0,0,10,0,10,367,0,204,5,10,30,25,0,2,201,123,11.8
Jordan Gandy,103605,CB,N ILLINOIS,14,7,0,49.3,0,0,254,72.8,72.3,55.3,58.6,68.2,55.3,0,0,0,72,18.2,12,7,3,95.5,35,0,37,677,449,836,3,0,0,3,0,9,833,1,386,109,12,47,71,0,4,571,160,16.3
DeJuan Dandridge,103636,S,TEMPLE,4,1,0,100.0,0,0,306,44.6,48.1,75.2,,57.8,27.0,0,0,0,33,50.0,2,0,0,158.3,2,0,20,0,9,29,0,0,0,0,0,1,29,0,20,8,0,1,2,0,1,49,20,24.5
Devon Dickerson,103643,CB,MARYLAND,4,0,0,,0,0,215,62.7,60.0,74.7,,55.4,73.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,12,3,13,0,0,0,0,0,0,13,0,10,0,0,1,0,0,0,0,0,
Isaiah Iton,103716,ED,OLE MISS,13,8,0,,0,0,226,62.7,56.5,25.9,55.2,58.4,67.0,3,0,0,,8.0,2,0,2,0.0,0,0,1,0,0,276,275,3,39,118,115,0,1,111,165,0,6,15,0,3,0,0,0,
TreShaun Clark,104144,ED,LIBERTY,13,12,0,100.0,0,0,206,45.8,74.4,57.6,77.4,72.9,56.7,9,25,0,19,16.0,8,0,2,115.3,3,5,17,0,23,613,594,0,62,439,93,0,19,275,315,2,24,30,3,39,0,35,35,11.7
William Green,104145,DI,LIBERTY,3,0,0,,0,0,206,,56.2,74.2,56.7,57.3,21.8,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,22,22,3,19,0,0,0,0,12,10,0,0,0,0,0,0,0,0,
Elijah James,104146,DI,LIBERTY,13,13,3,,0,0,206,58.4,65.3,66.2,68.3,62.9,65.8,6,5,0,,8.2,4,0,1,0.0,0,4,1,0,0,520,519,5,414,1,99,0,1,226,294,0,25,32,0,15,0,0,0,
Carl Poole,104149,LB,LIBERTY,10,4,0,100.0,0,0,206,60.6,51.5,76.8,55.8,47.3,84.6,0,0,1,15,0.0,0,0,0,66.7,2,0,83,0,27,87,1,0,0,1,0,0,86,3,57,3,5,8,2,0,0,19,12,9.5
Isaiah Avery,104151,CB,LIBERTY,3,0,0,100.0,1,0,206,57.3,51.3,0.0,,62.0,,0,0,0,10,,0,0,1,108.3,1,0,1,21,9,22,0,0,0,0,0,0,22,0,13,0,0,0,1,0,0,10,0,10.0
Kei'Trel Clark,104163,CB,LOUISVILLE,8,3,0,53.2,2,0,210,72.1,68.1,38.1,54.5,49.7,65.2,0,0,3,31,13.7,7,9,7,75.3,33,0,41,465,322,518,5,0,0,5,0,6,513,8,188,1,18,41,62,0,5,330,90,10.0
Micah Glaize,104167,LB,LIBERTY,1,0,0,,0,0,206,60.0,74.8,68.6,,73.2,75.8,0,0,0,,0.0,0,0,0,0.0,0,0,7,0,1,7,0,0,0,0,0,0,7,0,6,0,1,2,0,0,0,0,0,
Chris Megginson,104168,CB,LIBERTY,13,5,0,51.6,0,0,206,66.8,67.1,84.4,59.1,65.2,52.9,0,0,0,53,18.5,5,5,2,99.9,16,0,61,500,285,574,4,0,0,4,0,5,570,1,288,4,6,17,31,0,1,328,101,20.5
Cade Robinson,104169,LB,LIBERTY,3,0,0,,0,0,206,61.2,40.9,0.0,59.4,52.2,73.6,0,0,0,,0.0,0,0,1,0.0,0,0,13,0,3,13,0,0,0,0,0,0,13,1,9,0,1,1,0,0,0,0,0,
Jacques Bristol,104185,DI,C MICHIGAN,13,10,3,,0,1,134,53.5,60.0,55.9,63.0,60.0,42.7,2,14,0,,19.5,8,0,2,0.0,0,5,0,0,1,599,598,87,427,19,65,0,1,339,259,0,18,23,0,21,0,0,0,
Caleb Humphrey,104191,ED,AIR FORCE,6,2,0,,0,0,101,65.1,62.6,83.5,71.0,47.6,67.0,1,7,0,,28.6,2,0,0,0.0,0,2,15,0,8,124,108,0,0,108,0,0,16,61,55,0,5,3,0,10,0,0,0,
Jamykal Neal,104215,DI,HOUSTON,12,2,0,,0,0,182,60.0,58.5,82.0,62.6,55.7,50.6,0,4,0,,18.2,2,0,0,0.0,0,1,2,0,0,147,144,48,88,0,8,0,3,80,67,0,7,7,0,5,0,0,0,
Justin Whiteside,104220,LB,C MICHIGAN,11,3,0,80.0,0,0,134,59.3,61.1,36.6,78.7,57.1,51.3,4,2,0,28,18.2,6,1,1,100.6,12,3,315,5,157,371,27,0,0,27,0,0,344,28,186,24,19,24,15,9,0,122,110,10.2
JT Thompson,104234,CB,BOSTON COL,11,2,0,58.8,1,1,121,56.8,61.2,82.7,57.6,78.5,60.0,0,1,0,23,15.0,3,3,1,78.1,10,0,13,263,139,292,2,0,0,2,0,0,290,2,151,13,4,15,17,1,0,110,27,11.0
